"","n_safty_rating","discount","Home_policy_ind","df_prior_carrier","df_cov_package","df_cat_zone","number_drivers","num_loaned_veh","num_owned_veh","num_leased_veh","driver_age","freq_agent","lon","lat","quoted_amt","credit_score"
"18574",50,0,0,6,1,2,1,3,1,0,62,1,-80.3769999,26.1089473,4402,676
"18575",170,0,0,6,0,4,2,1,1,2,113,1,-73.6830521,41.0125894,8782,530
"18576",219,0,0,6,2,0,5,2,2,1,150,1,-80.1484407,25.9003878,4277,674
"18577",57,0,0,1,0,4,1,1,1,2,46,1,-82.5239953,27.3086034,5504,630
"18578",139,0,0,0,0,4,2,2,2,2,62,1,-74.1063776,40.658801,3333,636
"18579",77,0,0,1,0,0,1,2,1,0,54,1,-84.2594861,33.7414395,8391,506
"18581",179,0,0,9,2,0,2,0,1,1,111,1,-93.3691241,44.9037924,1321,788
"18583",223,0,0,3,2,0,3,0,2,0,75,1,-73.5211286,41.0699973,2447,664
"18585",257,0,0,0,2,1,3,1,2,2,76,1,-80.3101684,26.1512497,1988,724
"18586",148,0,0,6,1,3,2,0,1,0,60,0,-78.8524199,42.9174901,2307,619
"18587",290,0,0,5,1,2,4,2,3,1,134,0,-75.1370254,39.7292456,1055,685
"18588",224,0,0,5,0,4,3,0,2,0,107,1,-73.8330844,40.6966538,8113,549
"18589",81,0,0,1,0,4,1,1,1,1,72,1,-84.3857442,33.7026678,8581,583
"18590",89,0,0,2,1,3,1,3,2,0,17,0,-74.1328046,39.9278286,3147,671
"18591",153,1,1,7,2,0,2,0,2,0,72,1,-73.800734,41.098333,2571,603
"18592",88,0,0,9,2,4,1,1,1,0,33,1,-81.8115051,26.4792352,4205,672
"18595",73,0,0,1,1,0,1,3,2,1,51,1,-87.8697056,42.9754355,39963,510
"18596",134,0,0,9,1,3,2,3,1,2,92,0,-80.1372757,26.4608477,4550,695
"18597",103,0,0,7,0,0,2,1,2,0,107,1,-73.9418603,40.7047738,2217,610
"18598",99,0,0,5,0,4,2,1,1,0,100,1,-74.3939339,40.5054763,3653,690
"18601",403,0,0,1,2,1,6,1,2,1,162,1,-80.2711588,26.17785,1643,721
"18602",43,1,1,4,0,3,1,2,2,1,40,1,-87.9824758,43.1666739,13918,584
"18603",447,0,0,9,1,1,6,0,2,0,134,0,-73.7977928,40.6718171,5116,676
"18605",85,0,0,3,0,4,1,0,1,0,39,0,-89.4008958,43.0592056,14033,566
"18607",210,0,0,6,0,4,3,2,2,1,135,1,-80.2711588,25.7213213,3228,562
"18608",155,0,0,2,2,0,2,3,1,0,115,0,-93.0485951,44.9687549,5455,633
"18611",313,0,0,4,0,4,5,2,1,0,163,1,-87.9751299,43.0671805,6410,588
"18612",77,0,0,6,2,0,1,2,2,0,53,0,-88.0949609,30.7153357,37577,575
"18613",169,0,0,9,2,1,2,1,3,0,95,1,-82.0161996,33.3701528,26163,592
"18614",162,0,0,4,1,2,2,1,2,1,81,0,-81.4285851,27.8565441,3414,644
"18615",216,0,0,1,1,2,3,1,1,0,67,0,-82.4698603,27.2823268,2007,665
"18616",206,0,0,1,0,1,3,1,3,0,130,1,-80.2153998,25.9868744,2884,623
"18619",94,0,0,9,1,1,1,0,1,0,34,1,-80.2070328,25.7667897,3580,663
"18620",299,0,0,0,2,0,5,1,2,1,142,1,-81.3014284,28.5513952,3742,654
"18621",204,0,0,0,2,4,3,3,1,1,120,0,-74.0946311,40.6274394,939,777
"18622",66,0,0,7,1,2,1,2,2,0,37,1,-76.2189421,43.0365582,2895,678
"18623",136,0,0,2,0,4,2,1,1,0,101,0,-75.1837216,39.7857414,2031,607
"18626",158,1,1,7,2,0,2,1,1,0,68,1,-74.0946311,40.6274394,5805,663
"18627",380,0,0,9,1,1,5,2,1,0,133,1,-80.3491599,26.0193082,3481,603
"18628",129,0,0,6,1,1,3,2,2,0,92,1,-80.2377078,25.84791,2845,614
"18630",212,0,0,5,1,3,3,2,1,2,107,0,-75.0552739,39.7891108,871,734
"18631",52,0,0,6,1,0,1,1,1,0,43,1,-80.1316927,26.6064003,3599,697
"18633",79,1,0,2,2,1,1,1,1,0,44,1,-74.2326058,40.4358981,919,759
"18634",161,0,0,3,2,0,2,1,2,0,124,0,-74.9150313,40.0520116,3504,621
"18635",226,0,0,4,0,4,3,0,2,0,132,0,-73.8213213,40.7295546,NA,641
"18636",144,1,1,8,1,0,2,1,3,0,102,1,-80.2793593,25.9906428,3809,650
"18637",81,0,0,4,1,2,1,3,1,0,60,1,-82.5131717,27.3430762,2348,597
"18638",333,1,1,8,2,1,5,3,1,0,159,1,-82.5077593,28.0133862,6699,576
"18639",81,1,1,0,2,3,1,2,2,1,41,1,-93.2734517,44.8365032,1829,708
"18641",86,0,0,7,1,0,1,1,1,0,45,0,-87.962884,43.0499798,9400,547
"18642",241,0,0,6,2,3,3,1,1,0,149,0,-86.7718017,30.4305728,1729,719
"18643",59,1,1,9,1,1,1,2,1,0,19,1,-80.3992652,25.6653934,3560,673
"18644",194,0,0,8,0,3,3,0,1,1,80,1,-80.4604643,25.6987264,3683,655
"18647",82,0,0,3,3,4,2,1,1,0,57,1,-82.5564559,28.0684157,3823,646
"18648",72,0,0,1,1,2,1,2,1,0,44,1,-80.1261093,26.0275816,1888,738
"18649",248,0,0,5,1,0,3,0,2,1,101,1,-74.1357407,40.0508979,4236,605
"18650",63,0,0,7,1,2,1,3,1,0,54,1,-86.8069698,33.4702383,20559,623
"18651",65,0,0,6,2,1,1,2,2,0,52,1,-82.7886395,27.981827,2348,597
"18652",182,1,1,4,2,1,2,2,1,1,112,1,-93.1629063,44.9330076,541,722
"18653",8,1,0,5,2,0,1,2,1,0,61,1,-74.0241367,40.8053731,2943,662
"18654",180,0,0,5,0,4,3,0,1,0,106,0,-87.9824758,43.1666739,26719,550
"18657",353,0,0,7,1,2,5,3,1,1,114,1,-75.040671,39.855156,2160,693
"18659",84,0,0,5,2,1,1,2,3,2,32,1,-78.8722341,43.0083406,5915,676
"18660",161,1,0,7,0,4,2,1,3,1,101,1,-73.6153541,40.7491789,2881,656
"18662",69,0,0,1,1,2,1,1,3,0,53,1,-81.3426916,28.6553497,1129,746
"18663",167,0,0,9,0,4,2,1,1,0,109,1,-89.3724769,43.0833196,24189,485
"18664",312,0,0,6,0,2,5,1,1,0,127,0,-87.8304145,42.564798,17106,544
"18665",160,0,0,0,0,3,2,2,2,0,114,0,-84.238417,33.9851868,18635,682
"18666",146,0,0,4,1,1,2,0,1,1,90,1,-74.0593872,40.2448804,3318,715
"18667",213,1,0,0,1,4,5,0,2,0,134,1,-74.0711359,40.782392,4593,656
"18668",154,1,1,3,2,0,2,1,1,1,99,1,-80.0590804,26.5254562,2894,619
"18669",207,0,0,0,0,0,3,2,2,1,128,0,-87.962884,43.0499798,10006,559
"18670",229,0,0,5,0,4,3,0,3,2,87,1,-74.2120629,40.7132136,5011,646
"18671",85,0,0,6,0,3,1,1,1,0,53,1,-84.448772,33.6832181,12160,489
"18672",53,0,0,9,1,1,1,3,1,0,70,1,-80.0590804,26.5254562,6365,582
"18673",78,0,0,0,0,0,1,1,3,0,52,1,-82.6321376,27.7346248,2252,629
"18674",153,0,0,6,2,1,2,1,2,0,98,0,-81.3564411,28.5085825,1523,781
"18675",39,1,1,1,0,0,1,0,1,0,18,1,-87.8598861,42.9460825,7763,568
"18676",91,0,0,4,1,2,1,0,1,0,53,0,-72.6919814,41.7895977,2075,617
"18677",204,0,0,9,2,1,3,1,1,0,128,1,-73.1261091,40.9132244,5702,580
"18678",184,0,0,1,0,3,3,1,2,1,97,0,-83.2850499,30.8449234,67025,553
"18680",114,1,1,5,2,0,2,2,2,0,84,1,-75.1136721,39.9175385,1385,718
"18681",424,1,1,8,1,1,6,2,1,2,167,1,-80.1149414,26.237305,5707,700
"18682",351,1,1,2,2,2,5,1,2,0,163,1,-74.0975678,40.4319003,1438,712
"18683",90,1,0,0,2,1,1,3,1,1,50,0,7.5623594,50.3143821,5195,647
"18685",87,0,0,5,0,4,1,0,2,0,81,0,-84.448772,33.6832181,10497,496
"18686",259,1,1,3,2,1,4,2,3,0,161,0,-92.9583024,45.0539789,1026,803
"18688",118,0,0,6,1,1,2,1,1,0,68,1,-93.3767976,45.0155422,5889,634
"18689",71,1,0,7,2,0,1,1,1,2,42,1,-74.3997976,40.6996994,2792,659
"18690",70,0,0,3,2,0,1,2,3,0,44,1,-74.1063776,40.658801,1294,778
"18692",142,0,0,2,0,3,2,3,2,0,82,1,-88.1535352,30.6587002,37559,483
"18693",177,0,0,5,0,2,2,2,2,0,77,1,-74.0211989,40.9750092,2442,683
"18694",138,0,0,4,0,4,2,2,1,0,95,1,-82.8263615,27.8497836,2622,644
"18696",75,0,0,7,1,1,1,0,1,0,61,1,-87.9873724,42.996996,10763,582
"18697",88,0,0,3,1,0,1,3,2,0,49,1,-74.0388252,40.9282671,3057,603
"18698",152,0,0,3,1,0,2,1,3,0,104,0,-73.4003405,41.098813,1284,790
"18699",43,1,1,5,2,1,1,1,1,0,17,1,-80.2235227,26.0195493,956,719
"18700",172,0,0,0,1,0,2,1,1,0,105,1,-73.7448437,40.5850432,2175,751
"18701",138,0,0,0,1,0,2,2,1,0,78,1,-74.046169,40.859067,4127,655
"18702",120,0,0,0,1,2,2,3,1,1,115,1,-93.1640525,45.0122826,2186,651
"18704",156,0,0,3,1,3,2,1,1,2,133,1,-80.2671381,26.3343894,2568,606
"18705",88,0,0,9,0,4,1,1,2,1,53,1,-73.7095365,40.6294348,7372,516
"18706",137,0,0,6,1,1,2,2,2,1,123,1,-93.1315648,44.9688472,1735,740
"18707",79,0,0,4,1,0,1,2,1,0,62,0,-86.2615689,32.3405671,11171,502
"18709",112,0,0,0,1,0,2,3,1,1,121,0,-93.3429217,45.0726035,735,723
"18710",159,1,0,2,1,4,2,3,2,0,110,1,-74.0505752,40.7473758,3568,633
"18711",218,0,0,4,1,3,3,1,1,0,89,0,-76.5744697,42.9347242,5147,659
"18712",144,0,0,3,1,3,2,3,1,0,93,1,-73.9330429,42.8065128,1366,734
"18714",403,0,0,5,2,1,6,2,3,1,179,0,-74.2590148,40.749443,2003,683
"18715",330,1,1,8,1,0,5,2,1,0,155,1,-82.6861446,27.7374908,3130,637
"18716",318,0,0,8,0,4,5,2,2,0,124,1,-80.3045967,25.8641207,6361,540
"18717",154,0,0,9,1,2,2,1,3,1,95,1,-82.7401087,27.8219579,1358,736
"18718",52,1,1,9,1,1,1,1,1,0,56,0,-80.3769999,26.1089473,1220,782
"18719",49,0,0,3,2,0,1,0,3,0,53,1,-81.3206873,28.5728973,2536,634
"18720",92,0,0,1,1,0,1,1,1,1,42,0,-82.5456374,27.3681789,3214,662
"18721",72,0,0,1,0,3,1,0,1,1,72,1,-80.1791368,26.2563391,7957,539
"18722",125,0,0,3,1,1,2,2,2,1,90,1,-74.7775938,40.1163333,4266,644
"18723",182,0,0,2,0,1,2,3,3,0,90,1,-77.6364299,43.200781,3931,668
"18724",63,1,1,5,2,1,1,1,2,2,63,1,-73.7889689,40.9492193,5562,618
"18725",233,0,0,2,0,2,4,1,1,0,91,1,-73.9888797,40.2947027,2441,688
"18726",172,0,0,1,1,3,2,3,3,0,91,1,-80.3380213,25.6085924,1663,744
"18729",215,1,0,7,1,0,3,2,2,0,120,1,-82.7940297,27.8480989,1202,744
"18730",79,1,1,3,1,1,1,1,1,2,53,1,-73.9859414,40.5749261,11772,532
"18731",76,0,0,4,0,0,1,2,1,0,46,1,-73.7330753,40.8007661,6592,484
"18732",222,0,0,0,2,3,3,1,2,0,89,1,-75.2180052,39.3876217,2709,702
"18734",67,0,0,2,1,0,1,3,1,2,37,1,-74.4173877,40.56829,2006,625
"18735",183,0,0,2,0,0,3,1,1,0,130,0,-78.9005333,42.9486552,15539,536
"18736",77,0,0,2,2,0,1,0,2,0,53,0,-74.4203192,40.3823028,1505,771
"18738",288,1,0,0,1,3,5,3,1,1,154,1,-80.2265545,26.1514248,9100,597
"18740",296,0,0,9,1,2,4,1,2,0,130,0,-76.0072749,43.0747792,5386,622
"18741",188,1,1,7,1,1,3,0,3,0,96,1,-82.4590282,28.0165404,3747,642
"18742",214,0,0,5,2,0,3,0,2,0,85,1,-74.1063776,40.9845896,1675,758
"18744",232,1,1,2,2,1,3,2,1,0,153,1,-74.1093141,40.8248063,2048,688
"18745",50,0,0,2,0,2,1,2,1,1,18,1,-73.0759446,40.8688263,9768,533
"18747",75,0,0,0,0,4,1,1,3,0,71,0,-74.2040745,40.6669059,674,722
"18749",75,0,0,3,1,0,1,2,1,0,43,1,-74.5873348,40.3379035,3489,610
"18752",75,1,1,9,1,2,1,2,1,0,61,1,-74.3294199,40.699863,586,748
"18753",88,0,0,6,1,1,1,3,1,1,39,1,-74.4818698,40.4430064,2898,580
"18755",93,0,0,7,0,1,1,2,1,0,58,1,-73.7977928,40.760743,3050,704
"18756",49,0,0,1,0,3,1,0,3,1,66,0,-82.7940297,27.8131235,2806,642
"18757",219,0,0,5,1,1,3,1,2,0,107,1,-73.2411506,40.7754622,13224,513
"18758",193,1,1,8,0,4,3,3,2,1,106,1,-80.2685032,26.208305,3128,598
"18759",233,0,0,4,1,1,3,3,2,1,95,1,-73.6227136,40.8155959,1779,750
"18760",170,0,0,5,0,4,3,2,1,0,101,1,-86.8671989,33.5053544,13442,525
"18762",200,0,0,9,1,1,3,2,1,0,120,1,-80.1679758,25.7700009,NA,574
"18763",83,1,1,2,0,4,1,1,2,0,43,1,-73.6359602,40.6311473,11307,477
"18765",79,0,0,1,0,4,1,1,3,0,53,1,-84.1909841,33.7994803,36766,549
"18766",243,1,1,0,1,2,4,2,1,0,109,1,-80.2377078,25.7307897,3350,693
"18768",133,0,0,3,0,3,2,3,1,0,94,0,-73.8279381,42.6907733,4144,627
"18769",155,0,0,9,1,3,2,2,2,0,108,0,-84.39494,33.7657549,4741,682
"18772",72,0,0,0,0,4,1,1,1,0,43,1,-73.7419017,41.0112762,6885,548
"18773",209,0,0,6,1,2,3,1,2,1,111,0,-73.4121277,40.6676105,1340,761
"18774",57,1,0,8,2,1,1,0,2,1,18,1,-82.5131717,27.3430762,3544,644
"18775",74,0,0,3,0,4,1,2,2,0,34,1,-74.0123851,40.8333184,414,659
"18776",73,1,1,9,2,2,1,2,1,0,20,1,-80.0590804,26.6188279,579,775
"18778",79,0,0,2,1,2,1,2,2,0,33,0,-84.2061404,33.7939307,13026,551
"18780",223,0,0,0,0,0,3,3,3,0,94,1,-80.2711588,26.17785,4809,669
"18781",171,0,0,4,1,2,2,1,2,0,94,0,-77.6063541,43.1581207,4053,713
"18782",80,0,0,4,1,0,1,1,2,0,42,1,-74.1797766,40.6517773,663,825
"18784",85,1,0,1,1,0,1,1,2,1,47,1,-72.7629126,41.752238,2214,678
"18785",157,0,0,1,1,1,2,3,2,0,79,0,-80.2042436,25.8105183,3445,674
"18786",75,1,1,6,2,1,1,1,3,1,17,1,-80.2377078,25.8127791,1633,695
"18788",93,1,1,4,2,2,1,1,3,0,48,0,-74.2971543,40.9448178,753,766
"18789",148,0,0,9,0,0,2,2,2,1,86,1,-80.0814292,26.3401581,4130,692
"18791",251,0,0,6,1,1,3,3,1,2,154,1,-81.4828198,28.5107872,3742,584
"18793",63,0,0,1,1,3,1,1,1,0,39,0,-80.0533253,26.7153474,1969,760
"18794",293,0,0,7,0,4,5,1,1,0,125,0,-87.8647961,42.9121206,3541,639
"18795",80,0,0,4,2,1,2,3,2,0,125,1,-82.7940297,27.9413341,3146,633
"18796",137,0,0,9,0,4,2,0,1,1,112,1,-73.7271909,40.6270365,10684,556
"18797",143,1,0,6,1,2,2,0,2,1,62,0,-80.3380213,25.5734243,7261,563
"18800",149,1,1,4,0,4,2,1,2,0,100,1,-75.0552739,39.7891108,2784,600
"18801",144,0,0,7,2,1,2,2,2,1,106,1,-73.6683371,40.672917,740,721
"18802",70,0,0,5,2,0,1,3,1,0,51,1,-80.1484407,25.783312,3691,625
"18804",177,0,0,3,1,2,2,3,2,0,117,0,-93.2599459,45.0563001,3326,624
"18805",88,0,0,5,1,0,1,1,1,0,44,1,-73.1172573,40.8602892,7883,576
"18806",118,0,0,4,2,4,2,0,2,1,109,1,-82.4698603,27.2823268,1447,797
"18807",155,0,0,2,1,1,2,0,1,0,100,0,-73.8213213,40.7493096,2532,592
"18809",242,1,1,0,0,4,4,1,3,1,146,1,-73.2824331,40.8357683,8373,563
"18811",188,0,0,8,2,0,3,0,1,1,102,1,-82.6321376,27.7929237,1941,698
"18813",85,0,0,3,2,2,1,1,1,0,53,1,-72.7038047,41.743111,2105,632
"18816",92,0,0,7,1,0,1,3,2,1,50,0,-81.3729372,28.6659654,2592,606
"18817",232,0,0,4,2,1,3,1,1,1,129,1,-78.821275,42.8446356,2520,701
"18819",117,0,0,3,1,2,2,2,2,0,52,0,-74.0329499,40.6212119,4560,639
"18821",92,0,0,0,0,4,1,0,3,1,54,1,-73.9569225,40.7449081,6761,545
"18822",172,1,0,7,1,3,2,2,3,1,114,1,-73.9447994,40.7916407,2067,634
"18823",224,0,0,5,2,0,3,1,3,0,77,1,-74.3646122,40.5461171,2131,660
"18824",155,1,0,7,1,1,3,3,2,2,75,1,-73.7301331,40.9505752,6946,571
"18825",140,0,0,0,1,2,2,1,1,0,58,0,-73.9932872,40.7602619,3485,615
"18826",283,1,1,1,1,1,4,1,1,1,120,1,-73.762495,40.6963978,4251,679
"18827",63,0,0,1,1,0,1,2,1,0,63,1,-73.7742616,40.7622954,1991,735
"18828",220,0,0,5,1,4,3,1,1,0,100,1,-74.0711359,40.7329808,5004,659
"18829",77,1,1,0,1,3,1,1,3,0,45,1,-81.5925427,30.3378989,3162,641
"18830",219,0,0,0,0,4,3,1,3,0,125,1,-80.2153998,25.9400585,8525,581
"18831",83,1,1,2,2,0,1,2,3,0,21,0,-73.7536695,40.6679426,6672,488
"18832",203,0,0,4,1,4,3,1,1,0,145,0,-74.1739057,40.6311444,1303,719
"18833",229,0,0,2,2,4,3,2,2,1,89,1,-74.1298684,40.830167,913,785
"18834",83,1,1,0,1,2,1,2,2,0,56,1,-73.7183639,40.9783821,2197,767
"18835",81,0,0,7,1,0,1,0,1,2,61,0,-74.0138541,40.7038704,6664,600
"18836",140,0,0,7,1,1,2,1,2,1,81,0,-73.6683371,40.6383133,8740,575
"18837",77,0,0,9,0,3,1,1,2,0,52,1,-82.5131717,27.2612782,7202,501
"18840",34,0,0,7,1,2,1,1,2,0,53,1,-73.1261091,40.9132244,3559,643
"18841",152,0,0,3,0,2,2,1,2,0,67,0,-84.1909841,33.7994803,17016,568
"18842",181,0,0,8,1,2,3,2,1,1,94,1,-77.6936948,43.168856,3401,692
"18843",210,1,0,3,0,3,3,1,1,1,123,1,-88.372493,44.2837065,12537,503
"18845",93,1,1,4,1,0,1,3,1,0,28,1,-80.1149414,26.3424842,1911,679
"18846",216,1,1,9,1,1,3,1,1,0,122,1,-82.394,28.0362327,2462,597
"18847",88,0,0,4,3,2,1,1,1,0,46,1,-74.0087126,40.7136487,2899,628
"18848",112,0,0,7,0,3,2,0,1,0,93,0,-73.9976946,41.2025267,11025,557
"18849",139,0,0,5,2,0,2,1,2,1,95,1,-87.9751299,43.0671805,7029,563
"18850",63,0,0,0,0,1,1,2,3,1,77,1,-73.8257325,40.9606542,6755,547
"18852",59,0,0,9,1,3,1,2,2,1,59,1,-73.9095279,40.8803247,4316,602
"18855",239,0,0,1,1,0,3,3,1,0,79,0,-80.3157397,25.7360194,4441,611
"18856",195,1,1,2,1,2,3,1,1,0,139,0,-74.3939339,40.5054763,2387,670
"18858",222,0,0,4,1,2,3,3,2,2,119,1,-73.7977928,40.592658,1900,770
"18860",176,1,0,9,1,2,3,1,2,0,75,1,-73.7977928,40.6718171,5353,622
"18861",143,0,0,4,1,4,2,1,2,0,136,1,-74.1063776,40.658801,1310,777
"18862",142,0,0,5,2,1,2,2,2,0,102,1,-74.0447003,40.7218318,541,767
"18863",145,0,0,8,1,1,2,1,2,2,105,0,-73.8977693,40.9180569,2353,628
"18864",75,0,0,9,1,1,1,1,2,1,30,1,-73.9506774,40.7826039,3020,604
"18865",130,0,0,4,3,0,2,2,2,0,93,1,-80.1484407,25.8535635,2998,658
"18867",180,0,0,0,2,1,2,3,1,2,84,0,-73.9065883,42.7765383,2170,606
"18868",48,1,1,4,1,2,1,2,2,1,49,1,-80.0926014,26.6211772,1459,717
"18870",322,0,0,0,0,4,5,2,2,1,118,0,-84.3804888,33.7971137,8255,510
"18871",195,0,0,5,1,2,3,2,1,0,102,1,-72.937198,41.2958246,3707,652
"18873",256,1,0,7,1,2,4,0,1,0,107,0,-88.5249409,44.0750354,37655,551
"18874",125,0,0,9,1,2,2,2,2,0,68,0,-74.5258213,40.5558726,1759,752
"18875",77,1,0,9,0,0,1,3,2,2,44,0,-87.8647961,42.9121206,6427,581
"18876",159,0,0,9,1,1,2,0,3,2,92,1,-84.3436881,34.0567006,5563,681
"18879",205,0,0,9,1,2,3,2,2,1,72,0,-84.338429,33.8730946,16919,512
"18881",73,0,0,9,2,0,1,0,2,0,48,1,-80.109357,26.2778269,5328,688
"18882",95,0,0,5,2,1,1,2,2,0,80,1,-82.7428057,28.0056225,3190,609
"18883",67,1,1,9,1,3,1,1,3,0,39,0,-88.3093517,44.2875258,3114,588
"18884",71,1,1,2,2,0,1,0,1,1,58,1,-74.1416127,40.7231264,4750,666
"18886",74,0,0,4,1,0,1,0,1,2,46,1,-80.1121493,26.1640451,2738,679
"18887",176,0,0,0,2,3,3,2,2,1,101,1,-93.0901841,44.9513188,3541,673
"18889",206,0,0,4,2,0,3,2,1,0,106,0,-80.0590804,26.5254562,2483,699
"18890",111,0,0,2,1,3,2,0,1,0,88,1,-82.5348172,27.9741076,2779,661
"18892",328,0,0,4,1,1,4,1,1,0,155,1,-73.7536695,40.7469886,5327,638
"18895",51,1,0,0,0,4,1,0,1,1,45,0,-74.8097703,40.1181399,719,755
"18898",189,1,1,8,1,0,3,1,1,1,73,1,-80.1233175,26.1531223,4782,637
"18899",328,1,1,5,2,0,5,1,2,1,110,1,-73.5859132,41.0303895,1202,688
"18900",82,0,0,4,1,2,1,2,1,0,52,1,-74.0079781,40.2114561,4665,699
"18901",191,0,0,4,0,4,3,2,2,1,147,1,-74.1533563,40.8235952,1422,742
"18903",73,0,0,0,0,2,1,1,2,0,54,0,-73.8713099,40.8723987,8979,537
"18904",86,0,0,4,0,0,1,3,1,0,57,0,-84.2963392,33.7709887,21553,550
"18905",156,0,0,3,0,4,2,1,2,0,83,0,-84.5903367,33.8955185,19638,525
"18906",82,1,1,0,0,1,1,1,1,1,17,1,-78.8637428,42.9137921,7072,659
"18907",74,0,0,6,0,0,1,1,1,0,76,1,-87.9148076,43.6383029,23792,591
"18908",402,0,0,7,1,0,6,2,2,0,191,1,-81.6418656,30.346791,1233,763
"18909",85,1,1,5,2,0,1,2,1,0,68,1,-84.4750137,33.7234034,11696,586
"18910",239,1,0,5,2,1,4,3,2,2,155,0,-78.7986181,42.9674726,1530,803
"18911",94,0,0,6,2,1,1,2,1,1,65,1,-82.4427769,28.0563834,4776,703
"18913",129,0,0,0,1,1,2,1,1,2,92,1,-78.8099472,42.8820351,4873,690
"18915",85,0,0,8,2,0,1,2,1,0,42,1,-81.3014284,28.5513952,3391,628
"18916",70,1,1,7,0,0,1,1,1,0,50,1,-73.4474855,40.6826867,6650,551
"18918",223,1,0,2,2,1,4,0,1,2,132,1,-75.0815557,39.9057907,589,788
"18919",64,0,0,0,1,1,1,3,3,2,29,0,-84.3226488,33.944647,58308,614
"18921",49,0,0,5,0,4,1,1,1,0,20,0,-88.3530747,44.2455449,20728,596
"18922",72,0,0,2,1,1,1,1,1,0,32,1,-74.2355404,40.716493,5419,648
"18923",40,1,1,4,2,4,1,2,3,0,58,0,-81.0009199,29.2046542,4320,645
"18924",69,0,0,0,0,4,1,2,1,0,20,0,-73.5888575,40.6440775,13635,552
"18926",201,0,0,6,2,1,3,1,1,0,81,1,-80.3992652,25.595058,3578,581
"18928",88,1,1,4,2,0,1,2,1,0,55,0,-93.2080991,44.8149747,322,736
"18929",61,1,0,2,2,0,1,0,1,0,40,1,-73.1172573,40.8602892,2804,662
"18932",122,0,0,0,0,3,2,1,1,1,118,1,-73.9183464,42.8162941,10066,606
"18933",39,0,0,6,1,1,1,3,2,2,62,1,-80.4604643,25.6987264,2217,723
"18934",173,0,0,4,2,0,2,0,1,1,78,0,-75.064035,39.8783477,1948,767
"18935",137,0,0,0,0,2,2,1,1,1,95,1,-73.9198161,40.7448741,6231,551
"18936",120,0,0,5,0,4,2,0,2,2,108,1,-80.2235227,26.0195493,3208,609
"18937",305,0,0,7,2,1,5,1,1,0,119,1,-73.6477342,40.7217973,3077,686
"18938",144,0,0,1,0,4,2,0,2,1,101,1,-82.6645469,27.7480089,4318,635
"18939",414,0,0,9,3,4,6,2,1,1,138,0,-84.1804384,33.9102261,39718,513
"18941",174,0,0,8,2,0,2,2,2,1,81,0,-82.5943072,27.9947914,1683,758
"18942",49,0,0,7,1,0,1,2,1,1,68,1,-74.4642861,40.554887,5281,643
"18943",86,0,0,4,1,0,1,0,2,0,58,0,-73.9932872,40.755322,12703,491
"18944",168,1,1,7,0,4,3,1,1,2,75,0,-84.3857442,33.8363126,20880,511
"18947",206,1,1,1,1,1,3,1,1,0,87,1,-73.6742232,40.6589417,17908,536
"18948",186,0,0,1,2,2,3,1,1,0,91,1,-80.1540226,26.3510294,3332,626
"18949",88,1,1,5,2,0,1,2,2,0,49,1,-74.1915177,40.920208,756,765
"18950",82,0,0,2,1,2,1,2,1,1,17,1,-93.2332244,44.903044,2527,776
"18954",113,0,0,9,0,3,2,3,3,0,75,1,-84.2647522,33.7695269,9108,618
"18955",85,0,0,3,2,0,1,1,2,0,54,0,-74.2912872,40.6772404,3987,655
"18957",324,0,0,5,2,0,5,1,1,0,161,1,-82.7428057,28.0056225,532,752
"18958",260,1,1,1,0,2,5,0,3,1,125,0,-84.3279093,33.828105,22112,635
"18959",82,1,1,7,0,3,2,3,1,0,106,0,-84.338429,33.8730946,36029,511
"18960",209,0,0,2,1,1,3,0,1,0,101,1,-73.8124984,41.0214474,3293,628
"18961",70,0,0,1,1,1,1,1,1,0,73,1,-80.1177335,26.1351973,2269,661
"18962",79,0,0,2,0,0,1,1,1,0,57,0,-77.6020569,43.1683888,7449,606
"18965",93,1,1,4,1,1,1,1,1,2,41,1,-74.7541889,40.2032304,2591,653
"18967",79,0,0,0,0,4,1,1,2,2,32,1,-84.3620913,33.849145,32140,578
"18969",85,0,0,2,0,4,1,3,1,0,53,1,-84.3436881,33.9900649,30058,487
"18971",240,0,0,9,2,1,4,2,3,0,109,1,-76.1261969,43.0347064,1184,758
"18972",73,0,0,0,2,1,1,2,1,0,16,1,-80.2209773,26.1218038,1548,750
"18974",219,1,0,7,2,0,3,2,2,1,124,1,-80.1819268,26.0197012,2709,631
"18975",40,0,0,5,1,1,1,0,1,1,60,1,-73.5535234,40.7179622,6526,481
"18976",65,1,1,4,1,2,1,2,3,1,16,0,-74.3646122,40.5461171,1216,762
"18977",304,0,0,2,0,3,5,0,2,0,109,1,-74.3646122,40.6254814,4908,664
"18978",161,0,0,2,1,2,2,0,3,0,55,1,-74.3997976,40.6996994,3774,726
"18979",190,0,0,4,1,1,3,3,2,1,126,1,-74.1621634,40.9111613,579,725
"18980",156,1,1,0,0,4,3,1,2,0,93,0,-74.0153231,40.6137658,7925,569
"18981",99,0,0,2,0,2,1,2,2,0,38,1,-77.6120835,43.153975,8902,546
"18982",137,0,0,1,2,1,2,1,1,0,64,1,-80.3045967,25.8641207,1618,724
"18983",297,1,1,4,1,3,5,0,2,0,161,1,-82.6861446,27.7374908,4170,653
