"","X","convert_ind","discount","Home_policy_ind","df_prior_carrier","df_cov_package","df_cat_zone","number_drivers","num_loaned_veh","num_owned_veh","num_leased_veh","driver_age","split","freq_agent"
"19181",19181,0,0,0,6,1,1,1,2,3,1,36,"Train",0
"19182",19182,0,0,0,6,1,0,2,0,1,1,93,"Train",1
"19183",19183,0,0,0,2,0,4,3,3,2,1,98,"Train",0
"19184",19184,0,0,0,8,2,2,4,1,1,1,127,"Train",1
"19185",19185,1,0,0,2,0,1,2,1,2,0,111,"Train",1
"19186",19186,0,0,0,0,0,4,1,1,1,1,58,"Train",0
"19187",19187,0,0,0,1,2,0,4,2,2,0,109,"Train",0
"19188",19188,0,0,0,3,2,0,3,2,1,1,92,"Train",1
"19189",19189,0,0,0,1,1,2,1,3,1,0,44,"Train",0
"19190",19190,0,0,0,4,1,4,1,1,2,1,67,"Train",1
"19191",19191,0,1,1,0,2,4,1,1,1,1,56,"Train",1
"19192",19192,0,1,1,4,0,3,1,2,1,0,37,"Train",0
"19193",19193,0,1,0,5,0,4,2,1,2,1,106,"Train",0
"19194",19194,0,0,0,0,2,1,4,1,2,0,112,"Train",1
"19195",19195,0,1,1,2,2,1,1,1,3,0,79,"Train",1
"19196",19196,0,1,1,0,2,1,1,0,1,0,20,"Train",0
"19197",19197,0,1,1,3,2,0,4,0,2,0,142,"Train",0
"19198",19198,0,1,1,6,1,3,6,0,1,0,165,"Train",0
"19199",19199,0,0,0,4,2,0,2,1,2,0,81,"Train",1
"19200",19200,0,0,0,1,1,2,2,3,2,2,57,"Train",1
"19201",19201,NA,0,0,4,2,1,1,0,1,1,61,"Test",0
"19202",19202,NA,0,0,8,1,0,3,2,1,0,129,"Test",1
"19203",19203,NA,0,0,6,0,2,1,2,1,1,59,"Test",1
"19204",19204,NA,0,0,5,1,2,1,1,1,2,30,"Test",1
"19205",19205,0,0,0,0,2,4,3,1,2,2,131,"Train",1
"19206",19206,0,1,1,4,2,0,3,2,1,1,117,"Train",0
"19207",19207,0,0,0,9,0,1,1,1,2,0,68,"Train",0
"19208",19208,1,0,0,4,2,1,3,2,2,0,128,"Train",1
"19209",19209,0,0,0,9,0,3,2,0,2,0,63,"Train",1
"19210",19210,NA,0,0,6,1,2,1,1,1,0,52,"Test",1
"19211",19211,NA,0,0,0,1,0,4,1,2,0,133,"Test",1
"19212",19212,1,0,0,5,0,2,1,2,1,1,17,"Train",1
"19213",19213,0,0,0,4,1,1,4,1,2,0,109,"Train",1
"19214",19214,NA,0,0,0,0,0,2,3,1,0,101,"Test",1
"19215",19215,0,1,1,0,0,4,1,0,1,0,19,"Train",1
"19216",19216,0,0,0,2,0,2,1,0,1,0,46,"Train",0
"19217",19217,NA,0,0,9,1,0,5,3,1,1,141,"Test",1
"19218",19218,NA,0,0,0,1,1,1,1,2,1,74,"Test",0
"19219",19219,0,1,1,7,1,0,3,1,3,1,99,"Train",1
"19220",19220,0,0,0,0,1,2,3,2,1,1,107,"Train",1
"19221",19221,NA,0,0,2,2,0,3,2,2,1,121,"Test",1
"19222",19222,0,0,0,3,0,4,3,0,1,0,102,"Train",0
"19223",19223,0,0,0,4,0,3,1,0,2,1,17,"Train",1
"19224",19224,0,1,1,0,0,1,1,2,3,1,48,"Train",0
"19225",19225,0,0,0,5,2,4,3,2,2,0,108,"Train",1
"19226",19226,NA,1,1,0,0,4,4,1,2,0,129,"Test",1
"19227",19227,0,0,0,0,1,2,5,1,1,1,153,"Train",1
"19228",19228,0,0,0,6,1,4,3,1,1,0,77,"Train",1
"19229",19229,NA,1,0,1,1,0,1,0,2,0,51,"Test",1
"19230",19230,0,1,1,8,0,3,2,2,2,0,69,"Train",1
"19231",19231,0,0,0,6,0,3,3,1,1,1,113,"Train",0
"19232",19232,0,0,0,0,1,3,5,3,2,0,153,"Train",0
"19233",19233,0,0,0,2,1,1,2,2,1,1,76,"Train",1
"19234",19234,0,0,0,7,1,4,5,1,2,1,118,"Train",0
"19235",19235,0,0,0,4,0,4,2,3,1,0,89,"Train",0
"19236",19236,0,0,0,5,0,4,2,2,2,0,122,"Train",1
"19237",19237,0,0,0,8,1,3,2,3,1,0,102,"Train",0
"19238",19238,0,0,0,3,0,4,3,1,2,0,75,"Train",0
"19239",19239,0,0,0,5,2,1,1,1,2,0,65,"Train",1
"19240",19240,0,0,0,0,0,2,5,1,3,0,149,"Train",1
"19241",19241,NA,0,0,1,2,0,1,1,2,2,44,"Test",1
"19242",19242,0,0,0,5,1,1,1,1,2,0,78,"Train",1
"19243",19243,0,0,0,0,1,3,2,1,1,1,99,"Train",0
"19244",19244,NA,0,0,4,1,1,5,2,2,0,153,"Test",1
"19245",19245,1,0,0,4,2,0,1,2,1,1,45,"Train",1
"19246",19246,NA,0,0,6,2,1,1,1,3,1,50,"Test",0
"19247",19247,0,0,0,4,2,1,1,1,1,1,63,"Train",1
"19248",19248,0,1,1,4,2,2,2,1,1,0,123,"Train",0
"19249",19249,0,0,0,4,0,0,1,2,2,1,53,"Train",0
"19250",19250,0,0,0,1,1,1,3,1,3,0,74,"Train",1
"19251",19251,0,1,1,8,1,2,1,1,1,0,43,"Train",1
"19252",19252,NA,0,0,0,2,1,2,2,2,0,69,"Test",0
"19253",19253,0,0,0,5,2,0,3,1,1,0,69,"Train",1
"19254",19254,0,0,0,5,0,3,1,1,3,0,18,"Train",1
"19255",19255,0,0,0,7,0,4,1,0,2,0,16,"Train",1
"19256",19256,0,1,0,1,1,3,2,0,3,0,113,"Train",1
"19257",19257,NA,0,0,4,1,2,1,2,2,0,61,"Test",1
"19258",19258,0,0,0,7,0,3,2,1,2,0,47,"Train",0
"19259",19259,0,0,0,2,2,0,2,2,1,0,59,"Train",0
"19260",19260,0,1,0,0,0,3,2,2,3,0,52,"Train",1
"19261",19261,0,0,0,3,0,4,2,1,2,0,64,"Train",1
"19262",19262,0,0,0,9,0,1,3,0,1,0,97,"Train",1
"19263",19263,NA,1,1,0,2,0,1,2,1,1,18,"Test",0
"19264",19264,0,1,1,4,0,3,1,1,1,0,61,"Train",1
"19265",19265,0,1,0,9,3,4,1,3,1,0,48,"Train",0
"19266",19266,0,0,0,2,0,4,1,1,1,0,33,"Train",1
"19267",19267,0,0,0,3,3,2,5,0,1,0,160,"Train",1
"19268",19268,0,0,0,0,1,4,4,1,2,1,115,"Train",0
"19269",19269,0,0,0,0,0,3,1,0,3,1,51,"Train",1
"19270",19270,NA,1,1,9,0,1,1,2,1,0,40,"Test",1
"19271",19271,0,0,0,6,0,4,3,3,1,2,121,"Train",1
"19272",19272,0,1,1,8,1,2,1,2,1,1,59,"Train",1
"19273",19273,0,0,0,9,0,2,4,3,1,2,143,"Train",1
"19274",19274,0,0,0,7,0,4,2,0,3,1,79,"Train",0
"19275",19275,0,0,0,7,0,4,1,0,2,1,56,"Train",0
"19276",19276,0,1,1,1,2,1,1,1,2,2,17,"Train",1
"19277",19277,0,0,0,4,1,1,2,0,1,1,65,"Train",0
"19278",19278,1,1,0,5,0,2,2,1,2,0,93,"Train",1
"19279",19279,0,0,0,2,0,2,4,2,2,0,138,"Train",1
"19280",19280,0,1,1,1,0,2,2,2,1,2,131,"Train",1
"19281",19281,0,0,0,3,1,4,2,1,2,1,87,"Train",1
"19282",19282,0,0,0,9,0,4,2,2,2,0,93,"Train",0
"19283",19283,NA,0,0,6,0,4,3,0,2,0,127,"Test",0
"19284",19284,NA,1,0,7,0,1,3,2,3,2,93,"Test",1
"19285",19285,0,0,0,2,2,0,1,0,1,0,78,"Train",0
"19286",19286,NA,0,0,9,2,0,5,2,2,0,153,"Test",1
"19287",19287,1,1,0,4,2,0,1,1,1,1,52,"Train",1
"19288",19288,0,0,0,8,1,1,2,0,2,0,115,"Train",0
"19289",19289,0,0,0,8,2,1,3,1,1,0,86,"Train",1
"19290",19290,NA,1,1,4,2,0,1,3,1,2,51,"Test",1
"19291",19291,0,0,0,9,0,4,4,1,2,0,122,"Train",1
"19292",19292,NA,0,0,2,2,0,2,1,1,0,98,"Test",1
"19293",19293,0,1,1,6,2,2,1,1,1,1,70,"Train",1
"19294",19294,NA,0,0,3,0,4,1,0,1,0,40,"Test",1
"19295",19295,0,0,0,5,1,0,1,2,1,2,62,"Train",1
"19296",19296,NA,0,0,0,1,1,1,1,2,0,49,"Test",1
"19297",19297,1,0,0,4,1,4,1,1,3,0,43,"Train",0
"19298",19298,1,0,0,5,2,0,2,1,1,1,71,"Train",1
"19299",19299,NA,0,0,6,1,2,5,1,1,0,140,"Test",1
"19300",19300,0,0,0,0,1,2,1,3,1,0,20,"Train",1
"19301",19301,0,0,0,1,1,1,5,1,2,1,161,"Train",1
"19302",19302,0,0,0,5,2,4,1,1,2,1,63,"Train",1
"19303",19303,0,0,0,4,2,0,1,2,3,0,35,"Train",1
"19304",19304,0,0,0,6,2,0,2,2,1,1,62,"Train",0
"19305",19305,0,0,0,0,1,2,2,0,1,1,64,"Train",0
"19306",19306,1,0,0,5,0,0,2,2,1,1,103,"Train",1
"19307",19307,0,0,0,5,1,1,1,1,3,0,62,"Train",1
"19308",19308,NA,0,0,3,0,4,2,1,2,1,114,"Test",0
"19309",19309,0,0,0,7,0,0,3,1,1,0,103,"Train",0
"19310",19310,NA,0,0,3,0,3,1,2,2,0,35,"Test",1
"19311",19311,0,0,0,5,1,0,1,0,2,0,37,"Train",0
"19312",19312,0,0,0,7,3,3,1,2,1,1,66,"Train",1
"19313",19313,1,1,1,0,0,4,1,1,2,0,48,"Train",1
"19314",19314,0,0,0,6,0,4,4,3,2,0,161,"Train",0
"19315",19315,NA,0,0,3,1,3,2,0,1,0,107,"Test",0
"19316",19316,0,1,1,6,1,3,1,2,2,2,22,"Train",1
"19317",19317,0,0,0,5,0,3,3,1,3,0,90,"Train",1
"19318",19318,0,0,0,4,2,2,1,1,2,1,65,"Train",1
"19319",19319,0,0,0,1,2,2,2,0,2,1,95,"Train",1
"19320",19320,NA,1,0,6,1,2,5,1,1,0,158,"Test",1
"19321",19321,0,0,0,9,1,1,3,1,1,0,123,"Train",1
"19322",19322,0,0,0,5,2,4,1,3,1,0,60,"Train",1
"19323",19323,NA,0,0,9,0,3,1,2,1,0,58,"Test",1
"19324",19324,0,1,0,4,1,3,5,1,2,0,149,"Train",1
"19325",19325,NA,1,1,2,1,4,5,1,1,0,102,"Test",1
"19326",19326,0,0,0,1,1,2,5,2,2,0,113,"Train",0
"19327",19327,0,1,1,4,1,2,2,2,1,1,95,"Train",1
"19328",19328,NA,1,0,6,2,1,1,3,1,0,18,"Test",1
"19329",19329,0,1,0,9,0,4,2,0,3,0,70,"Train",0
"19330",19330,NA,0,0,4,0,3,1,2,2,0,16,"Test",1
"19331",19331,NA,0,0,6,1,1,1,2,3,0,62,"Test",1
"19332",19332,0,0,0,6,0,4,1,2,2,0,17,"Train",1
"19333",19333,0,0,0,7,1,1,2,2,1,1,92,"Train",1
"19334",19334,0,0,0,5,2,0,3,2,2,0,85,"Train",1
"19335",19335,0,0,0,4,0,4,5,1,2,0,137,"Train",1
"19336",19336,0,0,0,4,2,1,1,1,2,2,17,"Train",0
"19337",19337,0,0,0,9,2,2,1,0,1,0,17,"Train",1
"19338",19338,0,0,0,9,2,3,1,2,2,0,19,"Train",1
"19339",19339,1,0,0,1,1,2,3,2,1,2,94,"Train",0
"19340",19340,0,0,0,7,0,1,1,2,1,0,57,"Train",1
"19341",19341,0,0,0,0,1,1,3,1,1,0,104,"Train",1
"19342",19342,0,0,0,4,0,4,2,3,3,0,63,"Train",1
"19343",19343,0,0,0,1,2,0,1,1,2,1,42,"Train",1
"19344",19344,0,0,0,9,2,4,2,2,1,1,101,"Train",1
"19345",19345,0,1,1,9,2,0,1,0,1,0,66,"Train",0
"19346",19346,0,1,0,3,1,1,5,2,2,0,128,"Train",1
"19347",19347,0,1,1,5,0,4,3,2,1,0,127,"Train",1
"19348",19348,1,1,0,3,1,0,1,1,1,1,74,"Train",0
"19349",19349,NA,1,0,5,3,0,3,1,1,0,112,"Test",1
"19350",19350,NA,0,0,4,1,1,3,3,1,2,110,"Test",1
"19351",19351,0,0,0,2,1,4,4,0,1,0,92,"Train",1
"19352",19352,0,0,0,0,2,1,4,2,2,1,119,"Train",1
"19353",19353,NA,1,0,2,3,1,1,1,1,0,32,"Test",1
"19354",19354,0,1,1,9,2,0,1,2,3,2,43,"Train",0
"19355",19355,0,1,1,5,2,1,2,0,2,0,67,"Train",1
"19356",19356,0,1,1,5,0,3,2,1,1,1,75,"Train",1
"19357",19357,0,0,0,9,1,2,1,2,2,0,66,"Train",1
"19358",19358,0,1,1,5,1,1,4,2,2,2,137,"Train",0
"19359",19359,NA,0,0,2,0,0,2,1,1,0,94,"Test",1
"19360",19360,0,0,0,4,2,2,4,0,1,0,113,"Train",0
"19361",19361,NA,0,0,9,0,2,3,2,1,0,80,"Test",1
"19362",19362,0,0,0,7,2,1,2,2,1,2,122,"Train",0
"19363",19363,0,0,0,0,1,2,1,1,2,0,58,"Train",1
"19364",19364,NA,0,0,0,2,2,1,1,1,0,56,"Test",1
"19365",19365,0,0,0,4,1,0,2,3,2,0,56,"Train",0
"19366",19366,NA,0,0,8,1,2,2,2,1,0,121,"Test",1
"19367",19367,0,1,0,7,0,4,4,2,1,1,145,"Train",1
"19368",19368,0,0,0,6,1,0,3,0,1,0,137,"Train",0
"19369",19369,NA,1,1,1,2,2,2,1,1,1,109,"Test",1
"19370",19370,0,1,0,4,0,1,1,2,3,1,46,"Train",0
"19371",19371,0,0,0,6,1,1,2,1,1,2,118,"Train",1
"19372",19372,NA,0,0,9,0,3,3,0,2,1,95,"Test",1
"19373",19373,0,1,0,0,2,1,1,2,1,0,72,"Train",1
"19374",19374,NA,1,1,0,0,4,2,1,2,0,110,"Test",1
"19375",19375,NA,1,0,6,1,2,3,0,1,0,98,"Test",1
"19376",19376,0,0,0,0,1,2,2,1,3,0,122,"Train",1
"19377",19377,NA,0,0,1,1,2,2,2,1,0,91,"Test",0
"19378",19378,0,0,0,1,2,0,3,1,2,1,156,"Train",0
"19379",19379,NA,1,1,7,2,3,1,1,2,0,66,"Test",0
"19380",19380,0,0,0,8,0,4,1,2,2,0,54,"Train",0
"19381",19381,0,0,0,9,1,0,2,1,1,0,93,"Train",0
"19382",19382,0,1,1,7,0,3,2,1,1,2,91,"Train",1
"19383",19383,1,0,0,4,0,3,2,1,1,0,69,"Train",1
"19384",19384,1,1,1,5,0,4,1,0,2,0,38,"Train",1
"19385",19385,NA,0,0,2,1,2,1,0,1,0,17,"Test",1
"19386",19386,0,1,1,9,1,3,2,0,2,0,117,"Train",1
"19387",19387,1,0,0,9,0,0,4,2,1,0,129,"Train",1
"19388",19388,1,0,0,7,0,4,3,1,1,0,82,"Train",1
"19389",19389,NA,1,0,6,0,4,1,2,1,0,56,"Test",1
"19390",19390,0,0,0,3,1,1,2,1,1,0,100,"Train",1
"19391",19391,0,0,0,3,1,3,2,1,3,1,103,"Train",1
"19392",19392,NA,0,0,3,0,3,1,2,1,2,72,"Test",1
"19393",19393,0,0,0,5,2,0,2,0,2,1,56,"Train",0
"19394",19394,NA,0,0,9,2,0,1,1,1,0,30,"Test",1
"19395",19395,0,0,0,0,0,3,2,1,3,1,52,"Train",1
"19396",19396,NA,0,0,1,1,3,3,0,2,0,93,"Test",1
"19397",19397,NA,0,0,4,2,3,4,2,2,1,112,"Test",1
"19398",19398,1,0,0,9,2,0,2,0,2,0,109,"Train",0
"19399",19399,NA,0,0,0,1,1,3,1,1,0,73,"Test",1
"19400",19400,NA,0,0,0,1,0,2,2,1,1,86,"Test",1
"19401",19401,NA,0,0,0,1,0,1,1,1,1,18,"Test",1
"19402",19402,0,0,0,9,2,0,3,3,1,0,115,"Train",0
"19403",19403,0,0,0,0,1,0,4,2,1,1,86,"Train",1
"19404",19404,0,1,1,1,2,1,3,2,3,0,78,"Train",1
"19405",19405,NA,1,1,1,2,1,5,3,2,2,132,"Test",1
"19406",19406,1,0,0,3,2,0,1,0,1,2,52,"Train",1
"19407",19407,0,0,0,4,0,0,3,2,1,2,102,"Train",1
"19408",19408,0,1,1,6,0,3,5,2,1,1,142,"Train",1
"19409",19409,0,0,0,7,1,2,2,3,1,0,89,"Train",1
"19410",19410,1,1,1,0,0,2,1,1,1,0,62,"Train",0
"19411",19411,0,1,1,0,1,2,2,2,1,1,144,"Train",1
"19412",19412,0,0,0,4,1,0,1,0,2,0,80,"Train",1
"19413",19413,0,1,1,1,0,4,1,0,2,1,29,"Train",1
"19414",19414,0,0,0,1,0,1,1,1,2,2,32,"Train",1
"19415",19415,0,0,0,2,2,0,2,1,1,0,113,"Train",1
"19416",19416,1,1,0,1,1,2,1,2,3,0,46,"Train",0
"19417",19417,0,0,0,2,1,1,2,1,1,0,126,"Train",1
"19418",19418,NA,1,1,4,2,0,3,0,1,2,139,"Test",1
"19419",19419,NA,0,0,3,0,4,3,2,1,0,88,"Test",1
"19420",19420,NA,1,0,5,2,1,5,1,3,1,149,"Test",1
"19421",19421,0,1,0,7,1,3,1,2,2,0,56,"Train",1
"19422",19422,1,0,0,6,0,1,1,1,1,0,40,"Train",0
"19423",19423,0,1,1,4,0,2,1,2,1,1,18,"Train",1
"19424",19424,0,1,1,9,0,4,5,1,3,0,172,"Train",1
"19425",19425,0,0,0,7,3,3,1,2,2,0,46,"Train",0
"19426",19426,NA,0,0,2,1,4,2,3,1,1,64,"Test",1
"19427",19427,0,1,1,2,2,0,2,1,2,2,94,"Train",1
"19428",19428,NA,0,0,1,2,1,1,0,1,1,17,"Test",1
"19429",19429,0,0,0,9,0,4,5,2,2,0,115,"Train",0
"19430",19430,0,0,0,5,1,2,5,2,1,1,156,"Train",1
"19431",19431,0,0,0,2,2,1,1,3,2,2,43,"Train",1
"19432",19432,NA,1,1,2,1,1,1,1,2,0,17,"Test",0
"19433",19433,0,0,0,1,2,2,2,1,1,0,105,"Train",1
"19434",19434,NA,0,0,4,2,2,1,1,1,1,17,"Test",0
"19435",19435,0,0,0,9,3,4,1,0,3,1,51,"Train",1
"19436",19436,0,0,0,7,2,0,2,1,2,0,107,"Train",1
"19437",19437,0,0,0,4,0,0,5,3,2,0,179,"Train",0
"19438",19438,NA,1,0,3,0,4,2,1,2,1,82,"Test",1
"19439",19439,1,1,1,4,1,1,2,2,2,2,121,"Train",1
"19440",19440,NA,0,0,6,0,4,1,1,2,1,20,"Test",0
"19441",19441,0,1,1,3,1,1,1,3,3,0,64,"Train",1
"19442",19442,NA,0,0,7,0,4,2,3,3,0,56,"Test",1
"19443",19443,NA,1,1,7,1,0,3,0,1,0,103,"Test",0
"19444",19444,0,0,0,6,0,4,1,1,1,1,41,"Train",1
"19445",19445,NA,0,0,4,2,3,2,2,2,0,88,"Test",0
"19446",19446,1,0,0,7,1,2,1,2,1,0,44,"Train",1
"19447",19447,0,1,1,4,1,1,3,1,1,1,141,"Train",1
"19448",19448,0,0,0,7,2,1,2,3,3,0,80,"Train",0
"19449",19449,NA,0,0,5,2,0,4,3,3,0,126,"Test",0
"19450",19450,0,1,1,8,0,3,1,2,1,0,33,"Train",0
"19451",19451,0,0,0,4,1,4,1,2,1,0,53,"Train",1
"19452",19452,0,0,0,9,2,0,2,0,2,0,77,"Train",0
"19453",19453,1,0,0,0,1,4,3,0,2,0,120,"Train",1
"19454",19454,1,1,1,5,2,0,2,3,3,0,86,"Train",0
"19455",19455,NA,0,0,6,1,3,2,0,2,2,95,"Test",1
"19456",19456,0,0,0,9,2,0,3,1,2,0,92,"Train",0
"19457",19457,0,0,0,8,1,2,1,0,2,0,74,"Train",1
"19458",19458,0,0,0,0,1,3,3,3,1,1,75,"Train",1
"19459",19459,0,0,0,6,1,2,2,2,1,1,126,"Train",0
"19460",19460,NA,1,1,2,0,1,2,1,1,0,107,"Test",1
"19461",19461,0,0,0,0,1,2,2,1,1,1,79,"Train",0
"19462",19462,1,0,0,9,0,4,2,0,3,1,66,"Train",1
"19463",19463,NA,0,0,5,1,2,2,1,1,0,83,"Test",0
"19464",19464,NA,0,0,3,2,0,1,1,2,0,29,"Test",0
"19465",19465,0,1,0,4,2,0,2,2,1,0,112,"Train",1
"19466",19466,NA,0,0,8,2,0,3,0,2,0,136,"Test",1
"19467",19467,NA,1,1,4,1,2,6,0,1,1,179,"Test",0
"19468",19468,0,0,0,4,2,1,1,1,1,0,41,"Train",1
"19469",19469,0,1,1,8,2,0,2,2,2,1,155,"Train",0
"19470",19470,1,0,0,0,2,2,4,2,2,0,100,"Train",1
"19471",19471,NA,1,1,9,0,4,2,2,3,1,111,"Test",1
"19472",19472,0,0,0,0,2,0,5,2,1,0,140,"Train",0
"19473",19473,NA,1,1,2,1,2,3,1,2,0,116,"Test",1
"19474",19474,0,0,0,5,1,3,3,1,3,1,71,"Train",1
"19475",19475,0,0,0,5,2,0,2,2,1,0,103,"Train",0
"19476",19476,NA,0,0,2,2,2,3,3,2,1,99,"Test",1
"19477",19477,NA,0,0,5,0,3,1,1,1,0,68,"Test",1
"19478",19478,0,0,0,4,0,3,1,2,2,0,37,"Train",1
"19479",19479,1,1,1,2,1,2,2,2,1,0,103,"Train",1
"19480",19480,0,0,0,7,2,1,3,0,3,0,94,"Train",0
"19481",19481,NA,0,0,9,1,2,2,1,1,0,127,"Test",1
"19482",19482,NA,0,0,4,3,3,4,0,1,0,95,"Test",1
"19483",19483,0,0,0,2,2,1,2,1,1,1,103,"Train",0
"19484",19484,0,1,0,4,0,4,2,1,1,1,99,"Train",1
"19485",19485,0,1,0,9,0,4,2,0,3,1,107,"Train",1
"19486",19486,NA,1,0,6,2,0,3,3,1,1,89,"Test",1
"19487",19487,0,0,0,4,1,2,1,0,2,0,60,"Train",1
"19488",19488,0,0,0,0,2,2,3,1,2,1,83,"Train",1
"19489",19489,0,0,0,0,2,0,1,0,1,2,32,"Train",1
"19490",19490,0,1,0,0,1,2,5,1,1,0,186,"Train",0
"19491",19491,0,0,0,1,0,4,1,2,2,0,57,"Train",1
"19492",19492,0,0,0,5,1,2,2,1,1,1,78,"Train",0
"19493",19493,NA,0,0,2,0,3,2,2,1,0,50,"Test",1
"19494",19494,0,0,0,3,2,1,2,1,1,2,95,"Train",1
"19495",19495,0,0,0,5,2,0,1,1,2,1,53,"Train",0
"19496",19496,0,0,0,6,1,4,1,2,1,2,52,"Train",1
"19497",19497,0,0,0,7,2,0,2,1,1,0,125,"Train",0
"19498",19498,0,0,0,1,1,1,6,0,1,2,165,"Train",0
"19499",19499,0,0,0,5,1,2,2,2,1,1,77,"Train",1
"19500",19500,0,0,0,0,1,0,6,3,2,1,171,"Train",0
"19501",19501,0,0,0,9,0,1,2,2,1,1,73,"Train",0
"19502",19502,0,0,0,7,2,0,5,0,1,0,116,"Train",1
"19503",19503,0,0,0,2,0,2,2,3,2,1,68,"Train",0
"19504",19504,NA,0,0,9,2,0,1,2,1,0,71,"Test",1
"19505",19505,0,0,0,6,2,1,3,2,1,0,96,"Train",0
"19506",19506,NA,0,0,9,1,1,3,1,1,1,123,"Test",1
"19507",19507,0,0,0,4,2,1,2,1,1,0,119,"Train",1
"19508",19508,NA,1,1,1,0,4,1,3,1,0,38,"Test",1
"19509",19509,NA,0,0,2,1,0,4,1,3,0,108,"Test",1
"19510",19510,0,0,0,4,2,1,2,0,2,0,92,"Train",0
"19511",19511,0,0,0,4,1,2,4,0,1,0,96,"Train",1
"19512",19512,NA,0,0,4,2,0,1,1,1,2,42,"Test",1
"19513",19513,1,0,0,9,1,0,1,1,1,0,57,"Train",1
"19514",19514,0,0,0,9,2,1,4,2,1,1,111,"Train",1
"19515",19515,NA,0,0,6,0,4,2,2,2,1,78,"Test",1
"19516",19516,1,0,0,7,2,1,1,1,1,0,36,"Train",1
"19517",19517,0,0,0,2,0,3,3,2,1,1,101,"Train",1
"19518",19518,0,0,0,2,2,2,1,1,1,0,16,"Train",1
"19519",19519,NA,1,1,1,0,3,2,1,2,0,125,"Test",1
"19520",19520,0,0,0,0,1,2,1,1,1,1,63,"Train",1
"19521",19521,NA,0,0,1,2,1,1,0,1,0,45,"Test",1
"19522",19522,NA,0,0,5,0,4,2,0,2,1,69,"Test",0
"19523",19523,0,0,0,7,0,4,1,1,2,0,31,"Train",0
"19524",19524,0,0,0,3,2,3,1,1,2,0,57,"Train",1
"19525",19525,0,0,0,2,1,2,1,1,1,0,40,"Train",0
"19526",19526,0,0,0,3,1,0,2,3,3,2,87,"Train",1
"19527",19527,NA,0,0,8,2,1,3,1,2,0,90,"Test",1
"19528",19528,1,1,1,7,2,2,1,3,1,1,47,"Train",1
"19529",19529,0,0,0,1,0,4,1,2,2,1,51,"Train",1
"19530",19530,NA,0,0,0,0,3,1,0,2,0,18,"Test",1
"19531",19531,0,0,0,4,0,1,1,3,1,2,88,"Train",1
"19532",19532,0,0,0,6,2,2,2,3,1,2,97,"Train",1
"19533",19533,0,0,0,9,1,0,2,3,2,0,104,"Train",1
"19534",19534,0,0,0,4,2,2,1,2,2,1,63,"Train",1
"19535",19535,0,0,0,0,0,0,4,2,3,0,135,"Train",1
"19536",19536,0,1,1,8,2,2,5,1,1,2,117,"Train",0
"19537",19537,NA,0,0,0,0,4,1,1,2,0,17,"Test",1
"19538",19538,NA,1,1,3,2,2,1,2,1,0,56,"Test",0
"19539",19539,0,0,0,0,0,2,2,2,1,0,89,"Train",1
"19540",19540,NA,0,0,5,2,1,3,2,1,0,95,"Test",1
"19541",19541,NA,0,0,1,0,4,1,0,1,0,71,"Test",0
"19542",19542,NA,0,0,7,2,0,1,0,1,0,49,"Test",1
"19543",19543,NA,0,0,8,0,3,3,1,1,0,110,"Test",1
"19544",19544,0,0,0,5,0,4,1,2,2,1,37,"Train",1
"19545",19545,0,1,1,9,0,4,1,0,2,0,48,"Train",1
"19546",19546,0,0,0,4,2,1,3,1,1,0,131,"Train",1
"19547",19547,NA,0,0,1,0,4,1,1,2,0,43,"Test",0
"19548",19548,0,0,0,7,2,0,2,3,1,1,112,"Train",0
"19549",19549,1,0,0,2,1,2,2,1,1,0,86,"Train",0
"19550",19550,0,0,0,4,1,2,5,3,1,2,151,"Train",1
"19551",19551,0,0,0,1,1,3,1,2,2,1,41,"Train",0
"19552",19552,0,0,0,1,1,2,5,0,1,0,113,"Train",1
"19553",19553,NA,1,0,4,0,2,1,1,2,1,41,"Test",1
"19554",19554,0,0,0,5,0,4,3,1,2,0,137,"Train",0
"19555",19555,NA,1,0,0,0,0,1,2,2,0,77,"Test",1
"19556",19556,0,1,1,4,1,1,4,2,1,0,140,"Train",1
"19557",19557,0,0,0,8,2,0,1,0,1,1,61,"Train",1
"19558",19558,NA,1,1,1,1,2,1,1,2,2,47,"Test",0
"19559",19559,0,0,0,0,0,3,2,2,3,1,124,"Train",1
"19560",19560,0,0,0,0,0,3,1,1,2,0,59,"Train",1
"19561",19561,0,0,0,5,0,4,1,1,3,0,40,"Train",0
"19562",19562,0,0,0,6,2,4,3,1,3,0,66,"Train",1
"19563",19563,1,0,0,9,1,1,5,1,1,1,147,"Train",1
"19564",19564,0,0,0,9,1,4,5,0,2,1,104,"Train",1
"19565",19565,0,1,1,7,2,0,2,0,3,0,123,"Train",1
"19566",19566,0,0,0,1,2,3,5,2,3,0,149,"Train",0
"19567",19567,1,0,0,3,0,3,2,1,2,0,96,"Train",1
"19568",19568,0,0,0,5,1,2,2,1,2,1,108,"Train",1
"19569",19569,1,0,0,4,1,0,3,0,1,0,80,"Train",1
"19570",19570,0,1,1,9,1,4,1,2,1,1,27,"Train",0
"19571",19571,0,0,0,4,0,4,3,1,2,0,77,"Train",0
"19572",19572,1,0,0,5,0,4,1,0,2,1,47,"Train",1
"19573",19573,0,0,0,6,1,4,1,1,2,2,61,"Train",1
"19574",19574,NA,1,1,5,0,4,2,1,1,1,123,"Test",1
