discount,Home_policy_ind,m_living_status,m_ownership,df_prior_carrier,df_cov_package,df_cat_zone,quoted_amt,credit_score,number_drivers,num_loaned_veh,num_owned_veh,num_leased_veh,driver_age,n_safty_rating,car_age,n_car,lon,lat,state_id,Agent_cd,num_date,county_name,n_gender,max_high_edu
0,0,0,0,7,1,3,2120,574,5,2,2,0,22,68,5,2,-73.8948295,40.6387196,5,79871525,16461.625,50,1,0
1,0,1,0,1,2,0,32766,522,1,2,1,0,52,93,6,2,-84.3594626,33.81842,4,94252958,17847.625,19,1,0
1,1,1,0,2,0,3,5968,643,1,2,2,0,31,54,5,2,-73.4828374,40.7470968,5,63287205,16722.625,104,-1,1
0,0,0,2,2,1,1,6615,524,6,1,1,1,26,75,4,2,-73.6359602,40.6311473,5,66259281,17640.625,104,2,1
0,0,2,1,2,1,0,2843,609,2,2,3,0,56,66,4,2,-73.9569225,40.7449081,5,76440669,17119.625,29,0,1
1,1,0,1,5,1,0,9334,516,3,1,3,0,28,80,6,2,-73.471054,40.666393,5,66259281,17073.625,104,1,1
1,1,1,0,2,0,3,1722,772,1,3,1,1,53,49,4,3,-74.2443436,40.5715956,6,20720350,17470.625,110,1,1
0,0,0,1,8,2,1,11017,539,4,3,3,1,42,74,5,2,-87.879523,43.0824328,2,42603732,17826.625,53,2,1
0,0,1,1,4,2,4,4774,692,1,1,3,1,46,49,7,4,-77.5963271,43.2202305,5,68837393,16977.625,26,-1,1
1,1,1,0,0,1,2,1420,808,1,0,3,0,38,90,5,4,-74.3294199,40.699863,6,91445127,17699.625,98,1,0
0,0,1,2,4,2,4,2340,665,1,1,1,0,49,62,5,2,-78.8439268,42.9334868,5,92894291,16867.625,67,-1,0
1,1,0,0,9,2,4,1941,758,2,2,1,0,32,51,6,2,-82.24,30.06,0,63593026,16996.625,21,-2,1
0,0,1,0,2,2,4,13476,574,3,1,1,0,42,71,3,3,-86.8512078,33.5199899,1,19527390,16759.625,45,1,1
0,0,0,0,7,0,1,26141,533,3,2,2,1,34,64,5,2,-88.5249409,44.0750354,2,96917594,17735.625,57,-1,0
0,0,2,0,3,2,3,2133,598,2,0,2,1,55,81,5,2,-72.9283391,41.3212912,3,54212503,17636.625,35,0,0
0,0,0,0,3,1,2,2812,606,3,1,1,1,36,71,4,2,-74.0079781,40.2114561,6,84695635,16492.625,4,1,1
0,0,1,0,2,0,2,1415,766,3,1,1,1,39,69,7,2,-73.977126,40.8874882,6,72727367,16448.625,93,1,1
0,0,2,0,5,1,3,2993,681,3,1,2,0,40,73,4,4,-74.0211989,40.851833,6,63570788,16735.625,93,-1,1
1,1,0,1,0,2,4,9702,562,4,2,1,1,31,52,2,2,-73.5181833,40.7226698,5,70496981,17071.625,104,0,1
0,0,2,0,9,0,1,5082,651,1,2,2,0,57,87,5,4,-73.7271909,40.6270365,5,33105135,17059.625,104,1,1
0,0,0,0,1,0,0,7748,448,2,1,1,0,24,76,6,2,-73.3296037,40.7343811,5,26471273,17055.625,88,0,1
0,0,2,0,7,2,2,16575,576,1,2,3,0,50,59,4,2,-84.2858121,33.8484195,4,88782607,17854.625,73,1,0
0,0,0,0,7,1,3,9873,511,2,0,2,0,36,80,6,2,-73.9609634,41.2524164,5,34029276,17857.625,94,0,0
1,1,2,0,3,0,0,15385,434,2,1,3,0,48,80,4,3,-81.0809848,32.081259,4,82969455,16793.625,83,-2,1
0,0,2,2,5,0,0,6997,575,1,0,2,2,62,74,5,2,-77.5963271,43.2202305,5,57544250,16818.625,26,1,1
1,0,0,0,1,2,4,11041,506,3,3,2,0,27,79,4,3,-84.3436881,34.0567006,4,54582501,17399.625,19,1,1
0,0,2,0,2,0,4,3380,640,2,2,1,0,46,72,6,1,-74.0623244,40.1030781,6,72727367,17205.625,4,0,1
0,0,1,0,2,2,4,6920,538,3,1,2,1,45,67,5,1,-76.2189421,43.0365582,5,46858885,17778.625,13,-1,1
0,0,0,1,2,0,3,1909,740,3,2,1,0,31,58,4,2,-73.6241855,40.8663111,5,66259281,17139.625,104,-1,1
0,0,0,0,2,2,4,16797,550,4,1,3,1,28,77,4,2,-88.4306955,43.789674,2,52010187,17850.625,72,0,1
1,1,2,0,5,2,2,3329,642,1,1,3,0,77,79,4,2,-74.1533563,40.8235952,6,42190032,17780.625,55,-1,0
0,0,1,1,6,1,0,4513,616,1,1,1,2,54,67,5,3,-80.2793593,25.9906428,0,14243907,17157.625,12,1,1
0,0,0,0,5,1,0,3403,672,3,0,1,2,30,71,5,2,-74.0740729,40.7160913,6,14142946,16484.625,58,-1,1
1,1,0,0,3,0,0,4674,584,2,1,2,1,29,54,4,2,-74.7161489,40.1956132,6,54283929,17807.625,63,0,0
0,0,2,0,4,2,4,6547,564,3,2,2,1,42,86,4,2,-73.6683371,40.672917,5,33105135,17301.625,104,-1,1
1,1,0,1,4,1,2,280,730,4,0,1,1,34,66,4,3,-74.1856472,40.7663804,6,46475451,17754.625,55,0,1
0,0,2,1,1,0,1,1736,733,3,0,2,1,39,66,5,4,-81.3509416,28.5950986,0,33395303,16500.625,49,-1,1
0,0,2,0,6,0,0,2179,652,1,2,1,0,32,59,5,2,-73.6006342,40.6260153,5,23618291,16740.625,104,1,1
1,1,2,0,0,2,4,7162,550,1,3,1,2,47,77,7,2,-82.5239953,28.0899262,0,89806587,16816.625,100,-1,1
0,0,2,1,2,1,1,3799,638,3,1,2,1,40,73,5,2,-78.8241068,42.8954613,5,52802997,17458.625,67,-1,1
0,0,2,0,5,2,0,6897,569,1,3,2,0,49,91,4,3,-73.7154215,40.6550108,5,66259281,16598.625,104,-1,0
0,0,0,0,7,2,4,8288,555,1,2,3,1,17,60,4,2,-78.8736493,42.8943161,5,52802997,16646.625,67,1,0
0,0,1,1,7,0,1,2483,621,2,1,1,1,40,66,6,2,-76.1030007,43.0699678,5,46858885,17739.625,13,-2,1
0,0,1,1,2,1,2,1150,732,3,1,1,0,38,72,4,2,-72.6757236,41.7665502,3,52511002,16835.625,16,1,1
0,0,1,1,9,2,4,12205,541,3,1,1,0,41,70,5,2,-86.8490126,33.4412139,1,44004365,17412.625,45,-1,0
0,0,1,0,2,2,4,1812,708,2,2,2,1,52,84,4,1,-74.2912872,40.6772404,6,91445127,17542.625,98,0,1
0,0,0,1,1,1,1,3953,604,4,1,2,0,36,66,3,2,-72.8692711,41.3220272,3,97360281,16526.625,35,-2,1
1,1,0,0,4,0,1,2214,639,3,1,1,0,30,73,6,2,-75.0698754,39.8388611,6,86355147,17767.625,99,1,1
0,0,0,0,5,0,1,2649,603,4,1,2,1,30,75,6,2,-72.9283391,41.3212912,3,45552092,17025.625,35,2,0
0,0,1,0,4,3,0,4066,693,1,1,2,0,49,79,6,2,-74.1445487,40.923473,6,96001321,17068.625,109,1,1
1,1,0,0,4,0,1,1335,741,2,0,1,0,37,50,4,2,-74.7161489,40.1956132,6,60300345,16960.625,63,-2,0
0,0,0,1,1,0,1,865,721,5,1,1,0,31,54,5,2,-72.9637728,41.3266814,3,78186557,16891.625,35,1,1
0,0,1,0,4,0,0,1959,759,1,1,1,1,34,53,4,2,-82.6807458,27.7896783,0,70032985,17720.625,85,-1,1
0,0,0,0,4,0,0,996,689,5,0,1,2,23,65,3,2,-81.6363869,30.2949194,0,78372106,16622.625,56,1,1
0,0,0,0,7,1,3,3742,688,1,2,1,0,17,81,5,2,-82.6807458,27.7896783,0,70032985,16442.625,85,-1,0
0,0,1,0,0,1,1,3928,621,2,1,2,2,58,84,4,2,-73.7742616,40.7622954,5,44747958,16894.625,29,2,1
0,0,0,1,0,1,2,3519,628,5,1,2,1,22,75,4,2,-80.2432839,25.9126818,0,68730694,17829.625,81,1,1
0,0,1,0,8,1,3,1032,780,2,1,2,0,54,68,2,2,-82.5131717,27.2612782,0,19143347,17129.625,8,2,0
0,0,0,0,6,1,0,5945,639,2,1,3,0,26,45,6,2,-73.1408613,40.8441592,5,82449095,16930.625,88,0,1
0,0,0,0,9,1,1,3656,567,4,2,3,0,34,72,4,2,-74.0828839,41.1091091,5,67469889,17544.625,86,0,1
0,0,0,0,9,0,1,5898,667,5,1,2,0,31,54,7,2,-87.9383822,43.0543956,2,50872918,16686.625,53,3,1
1,1,0,0,5,0,4,576,700,2,1,3,1,33,70,6,2,-74.1533563,40.7445526,6,14878179,17799.625,58,0,1
0,0,1,0,4,1,2,4774,638,1,1,1,0,71,78,6,2,-77.55621,43.2110525,5,62417838,17603.625,26,-1,1
0,0,0,0,8,1,1,2838,638,2,1,2,0,33,69,8,1,-80.109357,26.5114554,0,13469725,17592.625,97,0,0
0,0,1,0,9,2,4,4280,659,3,2,2,0,44,50,3,2,-73.9888797,40.3345201,6,18898182,16700.625,4,1,1
1,1,2,0,5,0,0,2475,616,1,2,1,0,58,72,4,4,-74.1885825,40.7989068,6,62894740,17531.625,55,-1,0
0,0,0,1,7,2,2,9808,514,3,2,3,0,25,67,6,3,-78.8524199,42.9174901,5,45837420,17017.625,67,-1,1
0,0,2,2,9,2,0,6777,526,2,2,1,0,49,69,5,2,-82.4698603,27.9822094,0,64312979,17666.625,100,0,1
0,0,1,0,4,1,2,3634,656,3,1,1,0,40,58,5,2,-74.0270745,40.773694,6,36565102,17000.625,58,-3,0
0,0,2,0,4,0,0,1364,765,1,1,1,0,66,56,4,4,-81.0257763,29.1342653,0,97373144,16682.625,92,-1,0
0,0,0,0,4,2,4,2288,603,2,0,1,0,40,79,6,2,-74.955948,40.0223314,6,69068716,16820.625,39,0,0
1,1,0,1,5,2,1,13486,612,4,2,1,1,31,77,4,2,-73.9154069,40.8022594,5,87631999,17146.625,1,4,1
1,1,2,1,6,1,2,5170,652,1,2,1,0,49,68,4,2,-87.2170395,30.4580512,0,68968019,17373.625,79,1,1
0,0,1,2,8,1,3,7028,565,1,2,2,1,72,79,4,2,-86.8069698,33.4702383,1,16454309,16899.625,45,-1,1
1,1,0,0,8,1,2,2861,656,2,2,2,0,35,64,6,2,-81.4114142,28.6626293,0,57239161,17569.625,15,0,1
1,1,1,2,4,2,1,16090,570,2,1,2,0,48,77,4,2,-84.3726049,33.7717008,4,22454196,17225.625,19,-2,1
1,0,2,0,5,2,2,18002,595,3,0,1,0,45,54,3,2,-86.2615689,32.3405671,1,13469067,16698.625,40,-1,1
1,0,0,0,3,0,2,5529,641,3,3,1,0,33,66,5,2,-82.7616822,28.0910357,0,47117694,16523.625,85,-3,0
0,0,0,0,8,1,1,4906,644,3,3,1,0,29,43,2,2,-74.0131196,40.709329,5,26036567,17579.625,78,-3,1
1,1,2,0,4,2,4,6875,537,1,1,2,1,38,88,6,2,-73.8477874,40.8690303,5,98104495,16850.625,1,-1,1
1,1,0,0,6,1,0,2355,625,5,0,1,1,31,69,5,2,-84.3436881,34.0567006,4,41405999,16878.625,19,-3,1
0,0,2,0,4,2,4,6124,611,1,1,1,1,35,82,4,4,-75.0932352,39.8670843,6,86355147,16859.625,99,-1,1
0,0,2,0,0,1,1,2024,651,1,0,1,2,46,66,3,2,-73.5889997,40.6786944,5,32759856,17811.625,104,1,0
1,1,2,1,9,1,0,1143,689,1,2,1,0,68,49,4,2,-80.0926014,26.3058811,0,13469725,16471.625,12,1,1
0,0,1,0,2,1,0,3730,674,2,0,2,0,48,80,6,2,-72.7865518,41.6881608,3,33015616,16682.625,16,2,1
1,0,2,1,9,1,1,1908,725,1,3,2,2,64,77,6,3,-80.0926014,26.3058811,0,63155143,17136.625,12,-1,1
0,0,1,0,6,2,4,16987,602,1,1,3,0,58,64,6,3,-86.6157527,34.7438027,1,94837213,16743.625,71,1,0
1,1,2,1,4,1,1,3781,616,1,1,1,2,46,66,5,3,-74.2824862,40.5545823,6,72727367,16509.625,110,-1,0
0,0,2,0,3,0,2,4527,694,1,1,3,1,54,91,4,2,-73.8242621,40.8262186,5,94320277,17113.625,1,1,1
0,0,2,1,4,0,0,2253,636,2,2,1,1,49,60,6,3,-73.4239143,41.0924881,3,94223462,17856.625,107,0,1
0,0,2,0,2,1,0,68195,602,3,1,1,0,41,68,4,1,-86.8972854,33.5061087,1,38776020,17215.625,45,1,1
0,0,0,0,0,2,0,2019,637,1,2,1,0,21,52,7,2,-74.1386767,40.6311567,5,70603143,16566.625,69,1,1
0,0,2,0,4,1,0,4014,605,1,1,3,0,70,75,4,4,-80.1484407,25.9823108,0,63155143,17436.625,12,-1,0
1,1,1,0,7,2,4,959,732,2,0,1,0,48,73,5,2,-93.1640525,45.0122826,7,30536611,17100.625,84,-2,1
1,1,2,1,2,1,4,3077,629,1,1,1,0,60,86,3,3,-74.0079781,40.6560436,5,99153485,16869.625,50,1,1
0,0,2,1,0,2,1,6108,527,1,3,1,1,43,88,4,2,-80.2793593,25.9906428,0,13469725,16806.625,12,-1,0
0,0,1,1,9,1,2,2124,638,2,2,2,1,49,78,4,3,-74.511172,39.3983456,6,88959659,17578.625,22,-2,1
1,1,1,1,3,1,3,25749,468,1,2,1,0,35,62,5,2,-84.9505398,32.470217,4,69606197,16611.625,27,1,1
0,0,1,0,2,2,4,2873,733,3,1,2,1,37,75,5,2,-73.9800645,40.6483744,5,79871525,16851.625,50,1,1
0,0,0,0,7,2,4,4667,617,1,0,1,0,17,65,4,2,-73.706594,40.7006866,5,32759856,17316.625,104,1,0
1,1,2,0,6,1,1,1821,715,1,2,1,1,54,75,7,1,-73.7919103,40.7154518,5,44288838,16909.625,29,-1,0
0,0,0,0,8,0,2,2709,595,4,1,1,0,36,59,6,4,-81.3454417,28.5542151,0,29023488,17029.625,49,2,1
0,0,1,0,2,1,4,1879,732,1,2,1,0,53,85,6,2,-74.1797766,40.6517773,6,88221685,16631.625,98,-1,1
1,1,0,0,8,0,1,2353,666,6,1,2,2,27,63,3,2,-81.6555607,30.3276337,0,72403764,17287.625,56,-2,1
1,1,1,0,3,1,3,5967,618,2,2,1,0,48,73,7,2,-93.3439291,44.825116,7,20996516,16855.625,44,0,0
0,0,2,1,6,2,4,7780,550,1,0,2,0,37,78,5,3,-73.3767641,40.7512158,5,76047805,16682.625,88,1,1
0,0,1,0,3,0,1,861,743,3,2,2,1,40,66,5,2,-72.6757236,41.7665502,3,73414226,17021.625,16,1,0
0,0,0,0,4,2,1,4957,708,1,0,2,1,17,68,7,2,-73.1939612,40.7881249,5,45415404,17008.625,88,1,0
1,0,0,0,6,2,0,20788,581,3,0,1,1,28,73,5,3,-84.448772,33.6832181,4,82851084,17157.625,19,-1,1
1,1,2,0,4,2,1,1676,817,2,0,2,2,54,82,7,2,-80.4326521,25.9839048,0,55351747,17362.625,12,-2,1
0,0,1,1,4,2,3,4438,597,2,2,2,0,40,76,7,2,-73.8477874,40.6616787,5,76440669,16941.625,29,2,1
0,0,1,1,4,2,3,13528,544,1,2,1,1,57,56,6,2,-86.7919009,33.4306545,1,89934464,16585.625,45,1,1
0,0,2,0,0,1,0,5320,654,1,0,2,0,51,90,6,3,-73.5653021,40.906958,5,70496981,16658.625,104,1,1
0,0,2,0,3,2,1,3120,647,1,1,2,1,52,75,3,2,-80.1763467,26.142147,0,51210580,16928.625,12,1,1
0,0,0,0,2,1,1,4002,633,5,2,1,0,31,64,1,1,-93.0075642,44.9325287,7,62815051,17416.625,84,-1,1
0,0,1,0,0,0,1,821,767,1,2,2,1,45,72,4,2,-73.9888797,40.948271,6,63570788,17026.625,93,1,1
0,0,1,0,9,0,1,4103,584,2,0,2,0,34,41,5,3,-80.2209773,26.1218038,0,22444431,17867.625,12,2,0
1,0,1,2,2,0,0,1401,725,3,0,1,0,48,80,4,2,-76.5744697,42.9347242,5,27626541,16719.625,17,-1,1
1,1,0,1,5,1,2,4574,622,2,0,1,1,28,71,5,2,-73.9374517,40.8140369,5,33105135,16802.625,78,0,1
0,0,2,0,0,0,0,4666,628,2,2,1,1,43,75,5,1,-74.3088879,40.5309535,6,65626138,16742.625,110,0,0
0,0,2,0,4,0,0,4018,599,3,2,1,0,42,56,4,2,-82.5023464,28.0771075,0,52460880,17626.625,100,-3,0
0,0,0,0,4,1,0,2939,643,2,1,1,0,35,78,5,2,-93.0075642,44.9325287,7,22610413,17864.625,84,2,0
0,0,2,0,1,1,2,2602,606,1,1,2,0,53,86,3,2,-82.5456374,27.3681789,0,64089550,17004.625,8,-1,1
0,0,1,1,6,2,4,4387,666,1,1,1,1,65,80,5,2,-80.0814292,26.5386936,0,90724904,16695.625,97,1,1
0,0,2,0,0,2,4,11397,505,1,3,3,1,46,89,4,1,-88.372493,44.2837065,2,81820146,16978.625,46,-1,1
0,0,1,0,0,2,4,25010,573,3,2,2,0,42,85,5,2,-84.3811458,33.7700012,4,53120560,16476.625,19,-1,0
0,0,0,0,0,2,0,4474,643,3,0,1,0,27,78,4,2,-80.1763467,26.1889227,0,92637408,16989.625,12,-1,1
1,1,1,0,4,2,4,587,767,2,2,1,1,62,68,8,1,-80.4604643,25.733888,0,20963719,16472.625,81,0,1
1,1,1,1,4,0,1,5524,657,3,1,1,0,38,78,3,2,-81.4828198,28.5802998,0,64203718,17069.625,49,-1,1
0,0,2,1,5,1,2,4477,636,2,1,2,0,44,86,6,3,-73.8801301,40.7182124,5,30906292,17081.625,29,-2,1
0,0,0,0,3,1,0,2309,614,1,1,3,2,18,54,6,4,-93.3132624,45.1670628,7,41926877,16921.625,105,-1,0
1,1,2,1,5,1,3,6760,531,2,1,1,0,55,60,4,2,-73.9447994,42.8129576,5,25085178,16954.625,0,2,1
0,0,0,0,0,3,0,6468,563,3,0,2,0,28,81,7,4,-81.4246931,28.6235111,0,64203718,16856.625,49,-1,1
0,0,1,0,5,1,2,3405,609,3,1,1,2,39,75,4,4,-74.4379073,40.4494047,6,61987933,17388.625,110,-1,1
1,1,0,0,9,1,2,8050,610,2,1,1,1,33,72,7,2,-84.3436881,34.0567006,4,43987212,16786.625,19,2,0
0,0,0,1,5,1,1,1556,736,4,0,1,0,23,69,5,2,-74.2355404,40.716493,6,28393634,17839.625,55,2,1
0,0,1,0,6,2,3,5757,560,3,0,1,1,38,66,5,2,-82.6321376,27.7346248,0,90495594,17724.625,85,-1,1
1,1,2,1,2,1,0,529,765,2,2,2,0,59,60,6,2,-93.2524636,45.1688065,7,61426762,16563.625,105,0,1
0,0,1,0,0,1,2,8375,488,3,2,2,0,46,71,3,2,-73.706594,40.6710379,5,33105135,17048.625,104,-1,1
0,0,1,0,1,0,0,3316,688,1,2,1,1,59,74,7,3,-81.7239979,30.2775931,0,58906466,17861.625,56,-1,1
0,0,0,0,6,0,0,4857,642,2,2,1,0,29,56,8,2,-80.3129541,25.7621935,0,19952087,17735.625,81,0,1
0,0,0,1,3,0,0,2319,623,5,2,2,0,31,72,5,2,-73.9389213,40.6722134,5,45682174,16737.625,50,1,1
0,0,2,0,5,1,2,5818,641,2,0,3,1,52,84,6,2,-74.0711359,40.5944059,5,95116444,17478.625,69,0,1
1,1,0,1,3,0,0,3326,620,5,2,1,1,36,76,5,2,-73.7977928,40.6718171,5,76271163,17152.625,29,1,1
0,0,1,1,4,1,2,1918,770,2,2,3,1,47,70,6,3,-93.3001125,45.0972272,7,84304944,16519.625,44,2,1
0,0,0,0,4,1,1,1065,769,4,2,1,0,26,56,4,2,-75.0698754,39.8388611,6,28217391,17454.625,99,-4,0
0,0,0,1,0,0,2,535,738,2,0,2,0,32,82,6,4,-93.3001125,45.0972272,7,20996516,16983.625,44,0,1
0,0,2,0,6,0,1,4600,609,2,1,1,0,46,48,3,2,-80.1149414,26.237305,0,13469725,16533.625,12,2,1
0,0,1,0,0,1,2,11042,583,2,2,2,0,50,71,6,2,-73.7772032,40.6812166,5,44288838,17124.625,29,-2,0
0,0,0,0,2,1,2,2228,596,2,1,1,1,29,76,6,2,-81.0809848,32.081259,4,43987212,17631.625,83,0,0
0,0,2,2,2,2,0,11496,506,2,2,2,0,48,80,6,2,-73.6241855,40.8663111,5,70496981,16916.625,104,0,1
0,0,2,1,2,1,2,4413,625,2,1,1,0,55,73,5,2,-74.2912872,40.6772404,6,50221007,16470.625,98,2,1
1,0,1,0,6,0,0,3815,660,2,1,2,1,47,55,3,2,-80.2265545,25.7534663,0,24794622,16845.625,81,0,1
1,1,1,0,3,0,1,677,772,2,1,2,1,75,80,5,3,-80.1679758,25.7700009,0,68586562,17777.625,81,2,1
1,1,0,0,3,1,3,1539,757,2,1,3,2,36,69,8,2,-84.3726049,33.7717008,4,44024070,16779.625,19,0,1
0,0,2,1,3,0,0,1960,762,1,2,1,1,34,97,4,2,-73.0449551,41.5567064,3,54212503,17561.625,35,1,0
0,0,0,0,5,1,1,924,732,3,1,1,0,36,52,4,2,-74.7775938,40.1163333,6,49076574,17734.625,39,-1,0
0,0,1,0,4,1,3,3379,700,2,1,2,0,57,80,4,2,-74.1063776,40.8761974,6,79113726,16998.625,93,0,1
0,0,2,0,4,0,0,4283,599,3,1,3,0,41,75,4,2,-80.1037721,26.7152999,0,13469725,17759.625,97,-1,1
0,0,1,0,6,0,0,1730,752,2,0,1,0,52,58,5,4,-82.5131717,27.9263478,0,64312979,17731.625,100,0,1
1,1,1,1,5,0,3,1582,784,1,3,1,2,45,77,4,2,-74.3411515,40.6519674,6,72727367,16482.625,98,1,1
0,0,2,0,9,2,0,15611,522,3,3,1,1,34,68,7,2,-87.8991514,43.0439776,2,80780511,17575.625,53,-1,0
1,0,0,0,7,1,2,12166,565,6,1,3,0,28,57,7,2,-89.5214505,43.0282084,2,92193350,17231.625,65,-2,0
0,0,2,1,3,2,4,7492,575,1,2,1,2,39,87,5,2,-84.238417,33.9851868,4,21436148,17006.625,9,-1,1
0,0,2,0,6,1,0,4373,616,2,3,2,0,60,88,5,2,-81.2849169,28.4750405,0,77911520,17824.625,49,0,1
0,0,2,2,7,2,1,2446,636,1,3,3,1,87,81,6,2,-74.505312,40.575405,6,62125998,16891.625,110,1,1
0,0,2,1,0,1,2,919,800,2,2,2,1,52,86,4,3,-81.3564411,28.5085825,0,29240034,16982.625,49,-2,0
1,0,1,1,8,1,3,3439,679,2,3,1,0,54,71,4,2,-72.7865518,41.6881608,3,94942538,17436.625,16,0,1
1,1,0,1,9,2,3,6186,536,2,1,1,0,31,44,6,2,-78.8241068,42.8954613,5,40862256,16511.625,67,-2,1
1,1,2,1,6,1,1,4340,591,1,1,2,1,63,77,5,3,-82.4590282,28.0165404,0,72420111,17793.625,100,1,0
1,0,1,0,4,2,4,2229,629,2,1,2,1,53,76,5,3,-93.0901841,44.9513188,7,64734193,16786.625,84,0,1
0,0,2,0,5,2,4,8615,539,2,1,1,1,58,82,6,2,-78.8750644,42.9149029,5,93049489,16461.625,67,-2,1
0,0,0,1,6,1,4,1304,761,3,1,2,0,35,84,4,2,-82.5239953,27.3086034,0,13469725,16956.625,8,-1,0
0,0,0,0,4,0,0,4893,613,4,0,2,0,34,74,5,2,-73.6918806,42.7478224,5,13483958,17663.625,5,2,1
0,0,2,0,4,1,2,4290,636,1,0,1,2,59,89,5,2,-74.0131196,40.709329,5,33105135,17403.625,78,1,1
1,0,0,0,0,1,1,7791,542,1,1,2,0,17,79,6,2,-73.8713099,41.0102232,5,53323320,17799.625,94,-1,0
0,0,1,0,4,0,0,3117,672,2,1,1,2,62,86,8,2,-93.3001125,45.0972272,7,41926877,16770.625,44,0,1
0,0,0,1,8,1,2,4598,641,2,1,2,1,33,44,8,2,-81.6966306,30.3617348,0,58906466,17658.625,56,0,1
0,0,0,0,9,2,1,8765,601,3,2,1,0,23,69,6,2,-80.1540226,26.3042864,0,59230335,16523.625,12,-3,0
1,1,1,0,0,2,3,6125,499,1,0,2,0,56,67,3,2,-87.8058402,42.6964412,2,93038587,16617.625,89,-1,0
0,0,1,1,1,1,0,5231,660,1,2,2,0,46,61,7,2,-73.9330429,42.8065128,5,44327715,17799.625,0,1,1
0,0,0,1,9,2,1,6018,553,4,0,2,0,32,62,4,2,-81.6363869,30.2949194,0,21805692,17224.625,56,4,1
1,1,0,1,2,2,0,36662,634,3,1,2,0,29,70,7,2,-88.1535352,30.6587002,1,54428388,16813.625,101,1,1
1,0,0,1,6,0,0,4022,676,2,1,1,0,27,68,4,2,-80.2235227,26.0195493,0,63155143,17631.625,12,0,1
0,0,0,1,7,2,4,9938,642,5,2,3,0,31,76,5,2,-88.0460894,42.9980102,2,50872918,16536.625,53,1,1
1,1,0,2,6,2,3,2062,676,1,0,1,2,17,60,6,2,-93.2231727,44.9406559,7,20996516,17891.625,44,-1,0
0,0,0,1,1,2,4,11096,495,2,1,1,0,29,82,6,2,-84.39494,33.7657549,4,55203083,17539.625,19,-2,1
0,0,2,0,4,0,2,3903,625,2,0,1,1,58,80,4,2,-93.3439291,44.9091984,7,62506858,17738.625,44,-2,1
1,0,2,0,1,1,2,2780,701,3,0,1,1,45,78,6,1,-72.7038047,41.743111,3,82319204,16809.625,16,-1,1
0,0,1,0,9,2,3,7059,554,1,1,1,0,58,92,5,3,-73.506402,40.6814503,5,63287205,17084.625,104,-1,1
1,1,2,0,6,2,1,10871,505,1,1,2,0,56,61,3,2,-73.6447908,40.7583894,5,66259281,16899.625,104,-1,1
1,1,2,0,7,0,0,1247,748,1,2,2,0,76,81,4,2,-74.45185,40.4861552,6,72727367,16799.625,110,1,1
0,0,0,0,4,1,1,3893,608,2,0,2,2,38,73,4,2,-93.2983975,44.9944872,7,28009950,17596.625,44,0,1
0,0,2,0,8,2,3,5890,683,1,0,1,2,54,76,5,2,-82.8263615,27.8847538,0,72547142,17079.625,85,1,1
1,1,0,0,5,0,0,1376,734,2,1,2,0,38,62,6,2,-74.0623244,40.1030781,6,35570003,16856.625,4,2,0
1,1,2,1,2,1,2,2939,668,1,2,2,0,62,61,6,2,-77.6364299,43.1530599,5,68837393,16779.625,26,-1,0
0,0,0,0,2,1,3,2902,645,1,3,1,0,19,58,4,2,-74.0329499,40.7300567,6,81786384,16474.625,58,1,0
0,0,0,0,7,1,2,4556,691,1,1,3,0,17,53,5,3,-80.0926014,26.6561841,0,90267114,17116.625,97,-1,0
1,0,2,1,6,1,2,2156,666,2,2,2,0,34,78,6,4,-80.2153998,26.3494101,0,13469725,17807.625,97,-2,1
0,0,0,0,1,0,0,1462,707,3,1,2,1,27,50,5,2,-74.0006328,40.9203906,6,84058252,17834.625,93,-1,1
0,0,0,0,5,2,4,6930,527,5,1,3,0,23,73,6,2,-73.8566087,40.8382522,5,64855168,17023.625,1,1,1
0,0,1,0,5,1,0,2296,631,3,1,2,0,40,69,5,3,-82.8398285,27.9233312,0,32780198,17381.625,85,1,1
0,0,0,0,2,1,2,2429,578,1,3,2,0,20,49,6,2,-74.1650991,40.7758541,6,62894740,16856.625,55,1,0
0,0,2,0,7,1,1,4196,588,2,0,1,1,54,86,7,2,-73.8492576,40.6853768,5,30906292,16731.625,29,0,1
0,0,0,0,2,1,1,5371,674,2,1,1,0,30,64,4,3,-73.7654367,42.6322463,5,90177904,16776.625,5,0,1
1,0,2,0,2,0,0,1559,771,2,0,3,0,58,78,2,1,-73.9653715,40.8562383,6,79113726,17626.625,93,2,1
1,1,1,0,7,0,2,2787,669,3,1,2,0,37,67,8,2,-73.5889997,40.6786944,5,70496981,16609.625,104,1,1
0,0,1,0,1,2,4,16852,534,1,1,1,0,68,78,5,2,-84.2963392,33.7709887,4,23337941,17278.625,73,1,1
0,0,1,1,4,2,4,4007,628,1,1,1,0,65,88,6,2,-93.1315648,44.9688472,7,41926877,17782.625,84,-1,1
0,0,0,0,5,0,0,2550,678,1,0,2,2,20,59,5,2,-74.2868868,40.7199369,6,14024814,17871.625,98,1,0
0,0,0,1,9,2,4,6621,527,3,2,2,2,28,73,4,4,-77.5504779,43.1770344,5,78229627,17160.625,26,-3,0
0,0,1,2,9,0,4,3433,627,1,1,2,0,65,79,6,2,-80.2209773,26.2153627,0,13469725,17816.625,12,-1,1
