index,Unnamed: 0,discount,Home_policy_ind,m_living_status,m_ownership,df_prior_carrier,df_cov_package,df_cat_zone,quoted_amt,credit_score,number_drivers,num_loaned_veh,num_owned_veh,num_leased_veh,driver_age,n_safty_rating,car_age,n_car,lon,lat,state_id,Agent_cd,num_date,county_name,n_gender,max_high_edu
47470,47471,1,1,2,0,7,1,0,3868,621,2,2,1,0,51,76,3,2,-82.4427769,28.0563834,FL,89806587,1538751600,100,2,1
47489,47490,1,1,1,0,0,1,2,538,750,1,0,1,1,60,81,6,2,-75.040671,39.855156,NJ,72727367,1520348400,99,1,1
47553,47554,1,1,1,0,0,1,0,3533,677,1,3,1,2,71,55,5,2,-93.3439291,44.9091984,MN,41926877,1465052400,44,-1,0
47741,47742,1,0,1,0,5,1,3,2951,589,1,3,2,1,46,84,4,3,-74.0123851,40.8924932,NJ,20229240,1467558000,93,1,1
47750,47751,0,0,1,0,8,2,4,2971,627,3,2,1,1,46,78,5,2,-73.9800645,40.74727,NY,47008638,1537196400,78,3,1
47803,47804,0,0,1,0,2,1,2,5861,751,3,2,1,1,45,72,6,2,-81.97,33.47,GA,76367741,1517756400,43,1,1
48053,48054,0,0,2,1,1,0,1,1974,728,2,1,1,1,40,44,4,2,-80.2349196,25.7862401,FL,33263469,1425999600,81,-2,1
48226,48227,1,1,1,0,1,1,1,5852,655,1,2,2,2,47,73,7,2,-87.8991514,43.0439776,WI,30821916,1469458800,53,1,1
48246,48247,0,0,1,0,2,1,2,2140,599,1,2,1,0,43,73,1,1,-73.9065883,42.7765383,NY,44327715,1453993200,0,-1,0
48427,48428,1,1,1,0,2,2,4,4959,637,3,1,1,0,39,76,4,2,-75.1370254,39.7292456,NJ,46973842,1442934000,24,1,1
48525,48526,1,1,1,1,0,0,2,1552,674,3,2,1,0,44,74,6,2,-74.0828839,40.4174102,NJ,18898182,1514646000,4,-1,1
48726,48727,0,0,1,1,5,0,1,4397,698,1,3,2,0,37,34,4,2,-73.9154069,40.8515872,NY,73458039,1433084400,1,-1,0
48739,48740,0,0,2,1,5,0,0,5327,553,3,2,2,0,31,56,5,2,-85.098004,33.5718188,GA,30760696,1466521200,64,-1,1
48784,48785,1,1,0,0,4,0,1,4217,666,6,1,3,0,28,70,7,1,-81.7294702,30.3065729,FL,13469725,1463151600,56,-2,1
48803,48804,0,0,0,0,5,1,1,3538,666,3,1,2,1,31,74,6,2,-74.223802,40.695062,NJ,72727367,1445958000,98,-3,1
48838,48839,0,0,0,1,7,1,3,3820,620,1,0,3,0,22,67,5,4,-82.8506002,27.8889267,FL,54387185,1437663600,85,-1,0
48929,48930,1,1,1,0,7,2,4,6196,548,1,3,1,1,28,38,4,2,-74.0094471,40.6772802,NY,45682174,1446822000,50,1,0
49084,49085,0,0,0,0,1,2,0,12108,458,2,1,3,0,34,71,6,2,-81.3756862,28.5416658,FL,77642180,1537887600,49,0,1
49111,49112,1,1,2,0,2,0,0,3347,653,3,3,3,0,37,71,6,3,-93.2693572,44.9836543,MN,87412086,1513263600,44,-1,1
49160,49161,1,1,2,1,5,2,3,8428,581,2,2,2,0,53,78,5,3,-73.6389038,40.5895272,NY,33958256,1453129200,104,-2,1
